BA ReferenceNumber,Ratepayer ,Address,Postcode,Latitude,Longitude,Occupied,Liability start date,Rateable value,Relief total,Relief small business rates,Mandatory Relief,Relief discretionary,Top Up Discretionary Relief,Exempt Property,Transition 2018/19,VOA description
2433779340,FOUNDATION,"Trinity Church Gate, Wakefield, West Yorkshire",WF1 1TX,53.68077,-1.49403,Y,2012-07-26,22250,20114,,Yes,,,,,Car Park
2433807778,ESP ELECTRICITY LIMITED,"Idno Electric Connection, Lawefield Way, Wakefield, West Yorkshire",WF2 8FF,53.67652,-1.50663,Y,2018-01-09,390,353.84,,,,,,-151.04,Independent Distribution Network Op.
2433950121,HAMPTON HARCROFT LIMITED,"21B Hardy Croft, (First Floor), Wakefield, West Yorkshire",WF1 4DN,53.68119,-1.49099,Y,2014-12-01,5500,5500,Yes,,,,,-372.86,Offices & Premises
2433951478,AIRE & CALDER LIMITED,"21A Hardy Croft, (Ground Floor), Wakefield, West Yorkshire",WF1 4DN,53.68119,-1.49099,Y,2014-06-01,6900,6900,Yes,,,,,-528.3,Workshop & Premises
2433958001,SHFT PROPERTIES LIMITED,"Car Park - Turton Street, Wakefield, West Yorkshire",WF1 4DR,53.68193,-1.49123,Y,2015-03-28,5000,2600,,,,,,,Car Park & Premises
2433958002,SHFT PROPERTIES LIMITED,"Turton Street, Wakefield, West Yorkshire",WF1 4DR,53.68193,-1.49123,Y,2017-01-01,1500,780,,,,,,,Car Parking Spaces
2433959010,WAKEFIELD MDC REGENERATION & ECON GROWTH,"Turton Street, Wakefield, West Yorkshire",WF1 4DR,53.68193,-1.49123,Y,1994-04-01,6500,3380,,,,,,,Car Park & Premises
2434031166,BOXFOUR LIMITED,"Office A - First Floor, Union Square, Wakefield, West Yorkshire",WF1 1TX,53.68077,-1.49403,Y,2013-06-05,6700,6700,Yes,,,,,,Offices & Premises
2434037700,GOWERGLEN LIMITED,"Union Square, Wakefield, West Yorkshire",WF1 1TT,53.68058,-1.49368,Y,2002-11-25,15500,8172.15,,,,,,,Shop & Premises
2434039222,FOUNDATION,"First Floor Offices, Union Square, Wakefield, West Yorkshire",WF1 1TX,53.68077,-1.49403,Y,2012-07-26,19500,17628,,Yes,,,,,Offices & Premises
2434039900,THE BIG ORCHARD LIMITED,"Union Square, Wakefield, West Yorkshire",WF1 1TT,53.68058,-1.49368,Y,2013-04-29,10250,10250,Yes,,,,,,Workshop & Premises
2434050020,C&R SPORT & LEISURE CONSULTANCY LIMITED,"The Griffin, 2 Union Street, Wakefield, West Yorkshire",WF1 3AE,53.68443,-1.49709,Y,2018-01-29,11800,11800,Yes,,,,,,Public House & Premises
2434050021,ENTERPRISE INNS PLC,"2-4 Union Street, Wakefield, West Yorkshire",WF1 3AD,53.68410,-1.49735,,2014-10-16,30750,17243.12,,,,,,-1652.87,Shop & Premises
2434050080,THE EMPORIUM (WAKEFIELD) LIMITED,"8-12 Union Street, Wakefield, West Yorkshire",WF1 3AE,53.68443,-1.49709,Y,2017-09-28,32250,18111.96,,,,,,-1028.54,Shop & Premises
2434050110,TURNING POINT LIMITED,"Grosvenor House, 10 Union Street, Wakefield, West Yorkshire",WF1 3AE,53.68443,-1.49709,Y,2007-04-01,82500,82500,,Yes,,Yes,,29641.14,Offices & Premises
2434050200,GEORGE TOOLS LIMITED,"20 Union Street, Wakefield, West Yorkshire",WF1 3AE,53.68443,-1.49709,Y,2008-06-24,13750,10821.35,Yes,,,,,-1376.98,Shop & Premises
2434050708,THE ACCOUNT HOLDER,"Garages 7 & 8, Union Street, Wakefield, West Yorkshire",WF1 3AE,53.68443,-1.49709,Y,2016-12-19,1750,1750,Yes,,,,,-165.6,Garage
2434051418,THE EMPORIUM (WAKEFIELD) LIMITED,"14-18 Union Street, Wakefield, West Yorkshire",WF1 3AE,53.68443,-1.49709,Y,2017-06-28,62500,34108.53,,,,,,-1601.21,Shop & Premises
2434059010,THE ACCOUNT HOLDER,"Garages Numbers 1 & 3, Union Street, Wakefield, West Yorkshire",WF1 3AE,53.68443,-1.49709,Y,2003-02-03,2950,2950,Yes,,,,,-24.15,Offices & Premises
2434070820,BOOTS UK LIMITED,"82 Upper Warrengate, Wakefield, West Yorkshire",WF1 4JZ,53.68342,-1.49109,Y,2009-03-31,13250,6890,,,,,,,Shop & Premises
2434079370,WAKEFIELD MDC REGENERATION & ECON GROWTH,"Upper Warrengate, Wakefield, West Yorkshire",WF1 4JZ,53.68342,-1.49109,Y,1994-04-01,6000,3120,,,,,,,Car Park & Premises
2434100150,SAMUEL SMITH OLD BREWERY (TADCASTER),"15 Upper York Street, Wakefield, West Yorkshire",WF1 3LQ,53.68618,-1.49981,Y,2006-05-04,4650,2418,,,,,,,Club & Premises
2434101113,NOVA WAKEFIELD DISTRICT LIMITED,"11 & 13 Upper York Street, Wakefield, West Yorkshire",WF1 3LQ,53.68618,-1.49981,Y,2013-10-01,16500,16500,,Yes,,Yes,,,Offices & Premises
2434107016,THE ACCOUNT HOLDER,"16/18 Upper York Street, Wakefield, West Yorkshire",WF1 3LQ,53.68618,-1.49981,Y,1998-04-01,22250,13090.01,,,,,,-1269.75,Day Nursery & Premises
2434109901,WAKEFIELD MDC BUSINESS,"Car Parking Space 1, 18 Upper York Street, Wakefield, West Yorkshire",WF1 3LQ,53.68618,-1.49981,Y,2006-03-31,600,312,,,,,,,Car Parking Space
2434109902,THE ACCOUNT HOLDER,"Car Parking Space 2, 18 Upper York Street, Wakefield, West Yorkshire",WF1 3LQ,53.68618,-1.49981,Y,2015-03-01,600,600,Yes,,,,,,Car Parking Space
2434109903,THE ACCOUNT HOLDER,"Car Parking Space 3, 18 Upper York Street, Wakefield, West Yorkshire",WF1 3LQ,53.68618,-1.49981,Y,2015-01-05,600,600,Yes,,,,,,Car Parking Space
2434150121,THE ACCOUNT HOLDER,"12B Vicarage Street, Wakefield, West Yorkshire",WF1 1QX,53.68367,-1.49384,Y,2017-08-01,4350,4350,Yes,,,,,-337.43,Workshop
2434157904,THE ACCOUNT HOLDER,"4 Vicarage Street, Wakefield, West Yorkshire",WF1 1QX,53.68367,-1.49384,Y,2007-08-30,2850,2850,Yes,,,,,,Beauty Salon
2434159040,THE ACCOUNT HOLDER,"The Red Shed, 18 Vicarage Street, Wakefield, West Yorkshire",WF1 1QX,53.68367,-1.49384,Y,2017-04-01,2950,2950,Yes,,,,,,Club & Premises
2434370010,THE ACCOUNT HOLDER,"Units 1/3 Waldorf Way, Wakefield, West Yorkshire",WF1 8DH,,Y,1993-06-14,8500,8500,Yes,,,,,-234.48,Garage & Premises
2434370020,THE ACCOUNT HOLDER,"Unit 2 Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2005-11-08,4350,4350,Yes,,,,,-107.84,Workshop & Premises
2434370060,THE ACCOUNT HOLDER,"Unit 6 Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,1990-04-01,11000,11000,Yes,,,,,,Workshop & Premises
2434370100,THE ACCOUNT HOLDER,"Unit 13 Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2005-11-08,9500,9500,Yes,,,,,-657.08,Workshop & Premises
2434370101,THE ACCOUNT HOLDER,"1 Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2013-04-01,9200,9200,Yes,,,,,,Display Land & Premises
2434370110,THE ACCOUNT HOLDER,"Unit 11 Waldorf Way, Wakefield, West Yorkshire",WF1 8DH,,Y,2006-09-01,5300,3038.91,,,,,,-248.17,Workshop & Premises
2434370140,THE ACCOUNT HOLDER,"Unit 14 Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2010-05-01,3950,3950,Yes,,,,,-202.82,Workshop & Premises
2434371122,THE ACCOUNT HOLDER,"Adjacent To, 1 Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2016-03-01,7200,7200,Yes,,,,,,Car Wash
2434371217,THE ACCOUNT HOLDER,"The Apollo Suite, Trinity Space Centre, Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2015-01-01,1525,1525,Yes,,,,,-114.99,Offices & Premises
2434371218,THE ACCOUNT HOLDER,"Marketing & Luna Suites, Trinity Space Centre, Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2013-04-01,3500,3500,Yes,,,,,,Offices & Premises
2434374545,MINSTER SELF-DRIVE LIMITED,"45 Denby Dale Road, Wakefield, West Yorkshire",WF2 8DP,53.67494,-1.49974,Y,2013-04-01,7700,4194.85,,,,,,-137.46,Display Land & Premises
2434377894,LITTLE STONE SOFTWARE LIMITED,"Mercury Suite, Trinity Space Centre, Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2016-11-01,1400,1400,Yes,,,,,-109.52,Offices & Premises
2434378101,ITOH DENKI EUROPE,"Oberon Suite, Trinity Space Centre, Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2013-04-01,2000,2000,Yes,,,,,-156.46,Offices & Premises
2434378110,THE ACCOUNT HOLDER,"Venus Suite, Trinity Space Centre, Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2014-06-01,2850,2850,Yes,,,,,-162.69,Hairdressing Salon & Prem
2434378130,WAKEFIELD MDC FAMILY SERVICES (SS),"Stores At, Trinity Space Centre, Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2011-05-01,14000,7280,,,,,,,Store & Premises
2434378140,PARKIN INTERNATIONAL ENGINEERING SERV LTD,"The Space, Trinity Space Centre, Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2010-04-01,59000,29913,,,,,,,Warehouse & Premises
2434378178,MARSLEY FORWARDING LIMITED,"Ceres & Neptune Suites, Trinity Space Centre, Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2013-04-01,3000,3000,Yes,,,,,-105.55,Offices & Premises
2434379000,THE ACCOUNT HOLDER,"Archway Autos, Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,1990-08-01,3950,3950,Yes,,,,,-231.52,Workshop & Premises
2434379007,THE ACCOUNT HOLDER,"Unit 7 Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2011-04-01,4750,4750,Yes,,,,,-328.54,Workshop & Premises
2434379008,THE ACCOUNT HOLDER,"Unit 8 Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2005-02-14,4750,4750,Yes,,,,,-328.54,Workshop & Premises
2434379020,HIREPORT LTD,"Waldorf Way, Wakefield, West Yorkshire",WF1 8DH,,Y,1995-04-10,77000,39039,,,,,,,Warehouse & Premises
2434379030,CARS 2 LIMITED,"Waldorf Way, Denby Dale Road, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2013-04-01,136000,68952,,,,,,,Showroom & Premises
2434379090,THE ACCOUNT HOLDER,"Premier Works, Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2006-10-24,7300,7300,Yes,,,,,-404.62,Vehicle Rep W'shop & Prem
2434379111,THE ACCOUNT HOLDER,"The Medical Room, Trinity Space Centre, Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,,2010-04-02,650,650,,,,,Yes,-50.85,Offices & Premises
2434379891,1512 DESIGN LIMITED,"Jupiter Suite, Trinity Space Centre, Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2015-04-01,2125,2125,Yes,,,,,-173.41,Offices & Premises
2434379892,ST ANNES COMMUNITY SERVICES,"Saturn & Eris Suites, Trinity Space Centre, Waldorf Way, Wakefield, West Yorkshire",WF2 8DH,53.67560,-1.49993,Y,2015-05-25,3150,2876.08,,Yes,,,,-120.15,Offices & Premises
2434651662,WAKEFIELD CITY ACADEMIES TRUST,"Wakefield City Academy, Warmfield View, Wakefield, West Yorkshire",WF1 4RG,53.68777,-1.47698,Y,2017-10-03,173000,155942.2,,Yes,,,,,School & Premises
2434800150,THE ACCOUNT HOLDER,"15 Lower Warrengate, Wakefield, West Yorkshire",WF1 1SA,53.68338,-1.49366,Y,2014-06-17,10250,10250,Yes,,,,,-41.35,Shop & Premises
2434800258,THE ACCOUNT HOLDER,"22 Lower Warrengate, Wakefield, West Yorkshire",WF1 1SA,53.68338,-1.49366,Y,2014-08-02,6200,6200,Yes,,,,,,Shop & Premises
2434800470,THE ACCOUNT HOLDER,"47 Upper Warrengate, Wakefield, West Yorkshire",WF1 4JZ,53.68342,-1.49109,Y,2014-04-01,6800,6800,Yes,,,,,-1570.82,Takeaway And Premises
2434805907,THE ELECTRICITY NETWORK COMPANY LIMITED,"Idno Electric Connection, Dewsbury Road, Wakefield, West Yorkshire",WF2 9DS,53.67949,-1.53880,Y,2015-04-01,1050,745.8,,,,,,-199.8,Independent Distribution Network Op.
2434806547,THE ACCOUNT HOLDER,"51 Upper Warrengate, Wakefield, West Yorkshire",WF1 4JZ,53.68342,-1.49109,Y,2016-06-01,1600,1600,Yes,,,,,-136.65,Barbers Shop & Premises
2434807090,THE ACCOUNT HOLDER,"Warrengate Medical Centre, Upper Warrengate, Wakefield, West Yorkshire",WF1 4JZ,53.68342,-1.49109,Y,2005-04-01,40500,23402.69,,,,,,-1963.82,Surgery & Premises
2434809400,WAKEFIELD CARPETS & CURTAINS LTD,"St. Andrew's Hall, Upper Warrengate, Wakefield, West Yorkshire",WF1 4JZ,53.68342,-1.49109,Y,2003-08-07,18500,9688.36,,,,,,,Workshop & Premises
2434850320,THE ACCOUNT HOLDER,"Adj. 31 Warwick Street, Wakefield, West Yorkshire",WF1 5BJ,53.66776,-1.47566,Y,2015-11-01,6600,6600,Yes,,,,,-1790.5,Warehouse & Premises
2435009012,JAMES HALL & CO LIMITED,"12 Wentworth Street, (Car Sales & Car Wash), Wakefield, West Yorkshire",WF1 2RD,53.68899,-1.50532,,2016-03-17,37250,18885.75,,,,,,,Car Sales Area & Premises
2435100050,THE ACCOUNT HOLDER,"5 Waterton Road, Wakefield, West Yorkshire",WF2 8HS,53.67598,-1.52501,Y,2004-12-05,2300,2300,Yes,,,,,,Shop & Premises
2435100070,THE ACCOUNT HOLDER,"7 Waterton Road, Wakefield, West Yorkshire",WF2 8HS,53.67598,-1.52501,Y,1995-01-01,4500,4500,Yes,,,,,,Shop & Premises
2435100090,WAKEFIELD AND DISTRICT HOUSING LIMITED,"9 Waterton Road, Wakefield, West Yorkshire",WF2 8HS,53.67598,-1.52501,,2017-10-25,3900,3900,,,,,Yes,,Hairdressing Salon & Prem
2435100110,LUPSET MINI MARKET LIMITED,"11 Waterton Road, Wakefield, West Yorkshire",WF2 8HS,53.67598,-1.52501,Y,2000-01-09,3100,3100,Yes,,,,,,Shop & Premises
2435109010,WAKEFIELD MDC FAMILY SERVICES (SS),"Waterton Road, Wakefield, West Yorkshire",WF2 8HT,53.67617,-1.52571,Y,1990-04-01,17000,9825.52,,,,,,-985.52,Offices & Premises
2435109020,WAKEFIELD MDC FAMILY SERVICES (E),"Waterton First School, Waterton Road, Wakefield, West Yorkshire",WF2 8LZ,53.67383,-1.53713,,2012-01-01,1,1,,,,,Yes,,School & Premises
2435450150,ASTRAL COMMUNICATIONS ELECTRONICS LTD,"15 Wellington Street, Alverthorpe, Wakefield, West Yorkshire",WF2 9AA,53.68823,-1.52939,Y,1999-04-01,16500,8706.61,,,,,,,Offices & Premises
2435450151,CORAL RACING LIMITED,"15A Wellington Street, Alverthorpe, Wakefield, West Yorkshire",WF2 9AA,53.68823,-1.52939,Y,1990-04-01,3150,1638,,,,,,,Betting Shop & Premises
2435457101,THE ACCOUNT HOLDER,"11A Wellington Street, Alverthorpe, Wakefield, West Yorkshire",WF2 9AA,53.68823,-1.52939,Y,2007-07-27,2700,2700,Yes,,,,,,Shop & Premises
2435457111,THE ACCOUNT HOLDER,"Workshop To Rear Of, 11 Wellington Street, Wakefield, West Yorkshire",WF2 9AA,53.68823,-1.52939,Y,2016-07-01,10500,10500,Yes,,,,,,Vehicle Rep W'shop & Prem
2435506060,WAKEFIELD GRAMMAR SCHOOL FOUNDATION,"1 Wentworth Street, Wakefield, West Yorkshire",WF1 2QT,53.68800,-1.50490,Y,1990-04-01,345000,310983,,Yes,,,,,School & Premises
2435509000,ST JOHNS SCOUT & GUIDE CENTRE,"Wentworth Street, Wakefield, West Yorkshire",WF1 2QU,53.68912,-1.50606,Y,2012-09-01,2400,2400,,Yes,,Yes,,-90.18,Hall & Premises
2435509017,THE MISCARRIAGE ASSOCIATION,"17 Wentworth Terrace, Wakefield, West Yorkshire",WF1 3QW,53.68728,-1.50229,Y,2017-04-01,6700,6700,,Yes,,Yes,,,Offices & Premises
2435900046,HUTCHINSON 3G UK LIMITED,"Site Number Wf 0046, Police Training College, Westfield Road, Wakefield, West Yorkshire",WF1 3QZ,53.69119,-1.50066,,2009-09-05,12250,12250,,,,,Yes,-943.96,Communication Station & P
2435908100,BOARDMAN PITTS LTD,"7 Westfield Road, Wakefield, West Yorkshire",WF1 3RB,53.68944,-1.49998,Y,1996-12-14,19500,10140,,,,,,,Offices & Premises
2435909090,REDROW HOMES (YORKSHIRE) LTD,"Bishopgarth Police, Training College, Westfield Road, Wakefield, West Yorkshire",WF1 3QZ,53.69119,-1.50066,,2018-01-19,372500,188857.5,,,,,,,College & Premises
2436050012,ZURICH ASSURANCE LIMITED,"1 Westgate, Wakefield, West Yorkshire",WF1 1JZ,53.68241,-1.49840,,2016-09-28,34500,17032.96,,,,,,458.54,Shop & Premises
2436050018,CLEAR CHANNEL UK LIMITED,"Advert Right 0705-0018 At, Westgate Station Bus Stop, Westgate, Wakefield, West Yorkshire",WF1 1XP,53.68168,-1.50434,Y,2015-01-01,600,312,,,,,,,Advertising Right
2436050022,HAYS TRAVEL LIMITED,"2 Westgate, Wakefield, West Yorkshire",WF1 1JY,53.68266,-1.49865,Y,2015-11-02,27750,14430,,,,,,,Shop & Premises
2436050030,MASTER QUALITY HEALTHCARE SERVICES LIMITED,"Suite 3 Vincent House, 136 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,Y,2016-11-01,3350,3350,Yes,,,,,,Offices & Premises
2436050032,CEX (FRANCHISING) LIMITED,"3 Westgate, Wakefield, West Yorkshire",WF1 1JZ,53.68241,-1.49840,Y,2017-07-28,38750,18522.25,,,,,,1627.75,Shop & Premises
2436050040,YORKSHIRE PROPERTY & INVESTMENT CO LTD,"Suite 4 Vincent House, 136 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,,2009-07-27,4900,4900,,,,,Yes,,Offices & Premises
2436050050,THE ACCOUNT HOLDER,"Suite 5 Vincent House, 136 Westgate, Wakefield, West Yorkshire",WF2 9SR,53.68099,-1.50661,,2012-11-09,2850,2850,,,,,Yes,,Offices & Premises
2436050051,THOMAS OF YORK LIMITED,"5 Westgate, Wakefield, West Yorkshire",WF1 1JZ,53.68241,-1.49840,Y,2011-10-07,31250,14912.2,,,,,,1337.8,Shop & Premises
2436050071,ZURICH ASSURANCE LIMITED,"7 Westgate, Wakefield, West Yorkshire",WF1 1JZ,53.68241,-1.49840,,2014-12-08,31500,15970.5,,,,,,,Shop & Premises
2436050081,THORNTONS PLC,"8 Westgate, Wakefield, West Yorkshire",WF1 1JY,53.68266,-1.49865,Y,1990-04-01,11500,5980,,,,,,,Shop & Premises
2436050090,TUI UK LIMITED T/A LUNN POLY,"9 Westgate, Wakefield, West Yorkshire",WF1 1JZ,53.68241,-1.49840,Y,2011-06-25,32000,16634.69,,,,,,5.31,Shop & Premises
2436050100,THE ACCOUNT HOLDER,"10 Westgate, Wakefield, West Yorkshire",WF1 1JY,53.68266,-1.49865,Y,2018-02-01,12000,12000,Yes,,,,,,Shop & Premises
2436050110,W R O W LIMITED T/A WHITE ROSE OPTICAL,"11 Westgate, Wakefield, West Yorkshire",WF1 1JZ,53.68241,-1.49840,Y,2013-02-07,21000,9816.39,,,,,,1103.61,Shop & Premises
2436050130,BRITISH HEART FOUNDATION,"13 Westgate, Wakefield, West Yorkshire",WF1 1JZ,53.68241,-1.49840,Y,2015-12-18,44000,39215.36,,Yes,,,,2803.2,Shop & Premises
2436050140,THE ACCOUNT HOLDER,"14 Westgate, Wakefield, West Yorkshire",WF1 1JY,53.68266,-1.49865,,2014-08-04,15250,15250,,,,,Yes,,Shop & Premises
2436050150,VERSATILE INTERNATIONAL TRADING LIMITED,"15 Westgate, Wakefield, West Yorkshire",WF1 1JZ,53.68241,-1.49840,Y,2017-10-20,30500,14842.94,,,,,,1017.06,Shop & Premises
2436050151,GRAINGER GAMES LIMITED,"15A Westgate, Wakefield, West Yorkshire",WF1 1JZ,53.68241,-1.49840,Y,2011-01-17,19250,10010,,,,,,,Shop & Premises
2436050160,MAX SPIELMANN LIMITED,"16 Westgate, Wakefield, West Yorkshire",WF1 1JY,53.68266,-1.49865,Y,2011-07-06,19250,10010,,,,,,,Shop & Premises
2436050170,LLOYDS BANKING GROUP PLC,"17 Westgate, Wakefield, West Yorkshire",WF1 1JZ,53.68241,-1.49840,Y,2015-06-04,58500,29342.85,,,,,,316.65,Bank & Premises
2436050190,THE ACCOUNT HOLDER,"Montgomery's, 19 Westgate, Wakefield, West Yorkshire",WF1 1JZ,53.68241,-1.49840,,2018-01-28,58500,31792.91,,,,,,,Public House & Premises
2436050198,CLEAR CHANNEL UK LIMITED,"Advert Right 0705-0198, Outside 47-49 Kirkgate, Wakefield, West Yorkshire",WF1 1HX,53.68253,-1.49376,Y,2015-01-01,600,312,,,,,,,Advertising Right
2436050210,WILLIAM HILL ORGANIZATION LIMITED,"21 Westgate, Wakefield, West Yorkshire",WF1 1JZ,53.68241,-1.49840,Y,2015-05-20,31750,14050.72,,,,,,2459.28,Betting Shop & Premises
2436050211,THREE WAY SOLUTIONS LTD,"21 Westgate, (First Floor), Wakefield, West Yorkshire",WF1 1JZ,53.68241,-1.49840,Y,2000-02-06,7200,3744,,,,,,,Offices & Premises
2436050230,SPORTSWIFT LIMITED T/A CARD FACTORY,"23 Westgate, Wakefield, West Yorkshire",WF1 1JZ,53.68241,-1.49840,Y,2006-09-29,21500,9343.9,,,,,,1836.1,Shop & Premises
2436050231,EDEN MOBILITY LIMITED,"23A Westgate, Wakefield, West Yorkshire",WF1 1JZ,53.68241,-1.49840,Y,2009-08-07,15250,7930,,,,,,,Shop & Premises
2436050240,NICOLA PHILIP LIMITED,"24 Westgate, Wakefield, West Yorkshire",WF1 1JY,53.68266,-1.49865,Y,2015-09-25,27250,13686.11,,,,,,2382.56,Shop & Premises
2436050250,SAVERS HEALTH AND BEAUTY LIMITED,"25-27 Westgate, Wakefield, West Yorkshire",WF1 1JZ,53.68241,-1.49840,Y,2014-06-27,43500,19965.79,,,,,,2654.21,Shop & Premises
2436050280,WOODHEAD INVESTMENTS & DEV. SERVICES LTD,"28 Westgate, Wakefield, West Yorkshire",WF1 1JY,53.68266,-1.49865,,2017-10-26,26500,26500,,,,,Yes,2256.31,Shop & Premises
2436050291,ENTERPRISE INNS PLC,"29 Westgate, Wakefield, West Yorkshire",WF1 1JZ,53.68241,-1.49840,,2013-09-30,17750,8999.25,,,,,,,Betting Shop & Premises
2436050310,CORAL RACING LIMITED,"31 Westgate, Wakefield, West Yorkshire",WF1 1JX,53.68226,-1.49963,Y,2013-03-22,26000,13163.16,,,,,,356.84,Shop & Premises
2436050330,ROYAL MENCAP SOCIETY,"33 Westgate, Wakefield, West Yorkshire",WF1 1JX,53.68226,-1.49963,Y,2016-12-02,26250,23643.73,,Yes,,,,431.34,Shop & Premises
2436050340,WILSON & PALMER LIMITED T/A FLORISTS,"34 Westgate, Wakefield, West Yorkshire",WF1 1JY,53.68266,-1.49865,Y,2014-10-13,5800,5800,Yes,,,,,,Shop & Premises
2436050350,SENSE (THE NATIONAL DEAF BLIND RUBELLA ASSOCIATION),"35 Westgate, Wakefield, West Yorkshire",WF1 1JX,53.68226,-1.49963,Y,2016-10-28,26750,24124.28,,Yes,,,,288.59,Shop & Premises
2436050360,THE ACCOUNT HOLDER,"Alfred Moody's, 12 Westgate, Wakefield, West Yorkshire",WF1 1JY,53.68266,-1.49865,Y,2017-10-14,30250,16730,,,,,,,Public House & Premises
2436050361,THE ACCOUNT HOLDER,"36 Westgate, Wakefield, West Yorkshire",WF1 1JY,53.68266,-1.49865,Y,2017-01-31,6000,6000,Yes,,,,,,Cafe & Premises
2436050380,GB VAPE LIMITED,"38 Westgate, Wakefield, West Yorkshire",WF1 1JY,53.68266,-1.49865,Y,2017-07-03,20750,10441.63,,,,,,348.37,Shop & Premises
2436050390,RED SUN 1 LIMITED,"39-41 Westgate, Wakefield, West Yorkshire",WF1 1JX,53.68226,-1.49963,Y,2017-09-01,42500,21688.76,,,,,,411.24,Shop & Premises
2436050430,THE ACCOUNT HOLDER,"43 Westgate, Wakefield, West Yorkshire",WF1 1JX,53.68226,-1.49963,Y,2018-01-12,15000,7800,,,,,,,Shop & Premises
2436050450,SPORTSDIRECT.COM RETAIL LIMITED,"45 Westgate, Wakefield, West Yorkshire",WF1 1JX,53.68226,-1.49963,Y,2013-05-03,120000,60288.66,,,,,,551.34,Shop & Premises
2436050470,SAVVYTURE LIMITED,"47 Westgate, Wakefield, West Yorkshire",WF1 1JX,53.68226,-1.49963,Y,2018-01-02,28000,14560,,,,,,,Cafe & Premises
2436050500,STONEGATE PUB COMPANY LIMITED,"50-52 Westgate, (1St & 2Nd Floors), Wakefield, West Yorkshire",WF1 1XE,53.68174,-1.50186,Y,2011-07-18,11000,5720,,,,,,,Offices & Premises
2436050510,STONEGATE PUB COMPANY LIMITED,"Reflex, 51 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2011-07-21,57000,17581.49,,,,,,12317.51,Public House & Premises
2436050553,THE ACCOUNT HOLDER,"55 Westgate, (Basement Store), Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,,2016-08-11,3650,3650,,,,,Yes,-202.31,Store & Premises
2436050560,NATIONAL WESTMINSTER BANK PLC,"Second Floor, 56 Westgate, Wakefield, West Yorkshire",WF1 1XH,53.68248,-1.50084,,1998-05-01,4900,4900,,,,,Yes,-314.45,Offices & Premises
2436050561,NATIONAL WESTMINSTER BANK PLC,"56 & 60 Westgate, Wakefield, West Yorkshire",WF1 1XH,53.68248,-1.50084,Y,1990-04-01,59500,30166.5,,,,,,,Bank & Premises
2436050570,LAR BARS LIMITED,"Exclusive Exchange Cafe Bar, 57 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,,2017-09-08,38000,38000,,,,,Yes,,Public House & Premises
2436050571,UNIQUE PUB PROPERTIES LIMITED,"59 Westgate, First & Second Floors, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,,2009-03-11,18250,18250,,,,,Yes,,Offices & Premises
2436050600,THE GISSING TRUST,"Rear Of 60 Westgate, Wakefield, West Yorkshire",WF1 1XH,53.68248,-1.50084,Y,1990-04-01,3450,3450,,Yes,,Yes,,-307.2,Offices & Premises
2436050611,AMBER TAVERNS LIMITED,"Hogarths, 61 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2015-08-12,57000,29899,,,,,,,Public House & Premises
2436050650,AFTERDARK WAKEFIELD LIMITED,"The Afterdark, 65 Westgate, Wakefield, West Yorkshire",WF1 1BW,53.68212,-1.50089,Y,2016-05-01,56000,32367.29,,,,,,-2514.17,Public House & Premises
