Property Reference Number,BA Reference Number,Ratepayer,Full Property Address,Post Code,Latitude,Longitude,Occupied,Liability Start date,Empty From,Last Rateable Value for 2017,Analysis Code of Last 2017 Val,2017 NDR - Analysis code desc,Exemptions,Exemption Start date,Relief Types,Relief Total,Relief mandatory,Relief discretionary
N15206502001,N15206502001,Crosslands Hill Farming Co Ltd,"Abel Grange, Newsham Road, Thirsk, North Yorkshire, YO7 4DB",YO7 4DB,54.24602,-1.37905,N,2019-04-01,,6100,IF3,Workshops,#N/A,#N/A,,#N/A,,
N15206502100,N15206502100,,"Manor Farm, Newsham Road, Thirsk, North Yorkshire, YO7 4DB",YO7 4DB,54.24602,-1.37905,Y,2006-08-02,,4650,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-2283.15,,
N15206502110,N15206502110,S Calvert & Sons,"Junction Works, Thirsk Junction, Thirsk, North Yorkshire, YO7 4LX",YO7 4LX,54.22793,-1.37687,Y,1995-04-01,,15750,CW,Warehouses,#N/A,#N/A,,#N/A,,
N15206502550,N15206502550,,"4, Woodhouse Field Cottages, Newsham Rd, Thirsk, North Yorkshire, YO7 4DD",YO7 4DD,54.24422,-1.38336,Y,2003-07-01,,2250,CX,Other Commercial,#N/A,#N/A,,#N/A,,
N15206552050,N15206552050,,"Building No 25, Three Tuns Yard, Thirsk, North Yorkshire, YO7 1LH",YO7 1LH,54.23243,-1.34178,Y,2012-10-01,,2150,CW3,Stores,#N/A,#N/A,,-1055.65,,
N15206800071,N15206800071,,"7, Westgate, Thirsk, North Yorkshire, YO7 1QR",YO7 1QR,54.23115,-1.34491,N,2019-01-31,,1600,CS,Shop And Premises,LOW RV2900,2019-04-30,,#N/A,,
N15206800110,N15206800110,Endeavour Housing Association,"Gf Office, 11, Westgate, Thirsk, North Yorkshire, YO7 1QR",YO7 1QR,54.23115,-1.34491,N,2017-02-06,,2200,CO,Office (Excluding Central & Local Gov'T),LOW RV2900,2017-05-06,,#N/A,,
N15206800250,N15206800250,White Horse Cleaning Services Ltd,"25, Westgate, Thirsk, North Yorkshire, YO7 1QR",YO7 1QR,54.23115,-1.34491,Y,2018-10-08,,1475,CS,Shop And Premises,#N/A,#N/A,,-724.23,,
N15206800270,N15206800270,,"Thirsk Fish And Chips, 27, Westgate, Thirsk, North Yorkshire, YO7 1QR",YO7 1QR,54.23115,-1.34491,Y,2018-08-03,,3950,CS,Shop And Premises,#N/A,#N/A,,-1939.45,,
N15206800274,N15206800274,,"Rear Of, 27, West Gate, Thirsk, North Yorkshire, YO7 1QR",YO7 1QR,54.23115,-1.34491,Y,1995-04-01,,2025,CW3,Stores,#N/A,#N/A,,#N/A,,
N15206800275,N15206800275,Calverts Carpets Ltd,"R/O, 27, Westgate, Thirsk, North Yorkshire, YO7 1QR",YO7 1QR,54.23115,-1.34491,Y,2012-06-01,,2600,CG2,Garage,#N/A,#N/A,,#N/A,,
N15206800353,N15206800353,,"19,27b -33, Westgate, Thirsk, North Yorkshire, YO7 1QR",YO7 1QR,54.23115,-1.34491,Y,2002-06-01,,24500,CS7,Showrooms,#N/A,#N/A,,#N/A,,
N15206800370,N15206800370,Cummins Young Ltd,"37, Westgate, Thirsk, North Yorkshire, YO7 1QR",YO7 1QR,54.23115,-1.34491,Y,2011-04-11,,4850,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-2381.35,,
N15300100500,N15300100500,Kyle Valley Scout Group,"Scout Hut, Back Lane, Tholthorpe, York, North Yorkshire, YO61 1SG",YO61 1SG,54.09160,-1.27582,Y,2014-05-30,,3600,LC3,Hall,#N/A,#N/A,,-1495.34,,
N15300400011,N15300400011,,"Unit 1 (New), Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,Y,2015-11-03,,3350,CW3,Stores,#N/A,#N/A,,-1644.85,,
N15300400030,N15300400030,,"Unit 3, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,Y,2019-04-15,,2375,CG2,Garage,#N/A,#N/A,,-1121.52,,
N15300400148,N15300400148,Ayura Feed Ltd,"Unit 14, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,Y,2017-04-01,,8700,CW,Warehouses,#N/A,#N/A,,#N/A,,
N15300400156,N15300400156,Trustees Of J W Reynard,"Units 15 & 16, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,N,2018-02-01,,8900,CW,Warehouses,#N/A,#N/A,,#N/A,,
N15300400162,N15300400162,Trustees Of J W Reynard,"Unit 14b, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,Y,2019-02-01,,3400,CW3,Stores,#N/A,#N/A,,#N/A,,
N15300400165,N15300400165,,"Land, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,Y,2017-02-01,,9100,CW1,Land Used For Storage,#N/A,#N/A,,-13.47,,
N15300400181,N15300400181,Trustees Of J W Reynard,"Unit 18, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,N,2017-08-01,,5200,IF3,Workshops,#N/A,#N/A,,#N/A,,
N15300400182,N15300400182,,"Unit 19, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,Y,2000-08-01,,6800,CG1,Vehicle Repair Workshop,#N/A,#N/A,,-3338.80,,
N15300400197,N15300400197,Gritit Ltd,"Bloc Office At Rk House, Tholthorpe Airfield, Tholthorpe, York, North Yorkshire, YO61 1ST",YO61 1ST,54.10118,-1.26985,Y,2018-04-12,,49000,IF,Factories,#N/A,#N/A,,#N/A,,
N15300400200,N15300400200,,"Unit 11, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,Y,1995-04-01,,5000,IF3,Workshops,#N/A,#N/A,,-2389.74,,
N15300400220,N15300400220,Trustees Of J W Reynard,"Compound C2, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,N,2009-06-27,,880,CW1,Land Used For Storage,LOW RV2900,2017-04-01,,#N/A,,
N15300400250,N15300400250,Acaster Steel Ltd,"Units 4 And 4a, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,Y,1995-10-02,,25500,IF3O,Workshop Office And Premises,#N/A,#N/A,,#N/A,,
N15300400357,N15300400357,Ayura Feed (Yorkshire) Ltd,"7,7a & 8, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,Y,2018-09-01,,10750,CW,Warehouses,#N/A,#N/A,,-5278.25,,
N15300400471,N15300400471,,"Unit 12, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,Y,2018-01-01,,9400,CW,Warehouses,#N/A,#N/A,,#N/A,,
N15300400472,N15300400472,,"Unit 13, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,N,2018-02-01,,7700,CW,Warehouses,#N/A,#N/A,,#N/A,,
N15300400501,N15300400501,Britcab Ltd,"Compound,The Old Straw Plant, Tholthorpe Airfield, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,Y,2014-10-01,,36000,CW1,Land Used For Storage,#N/A,#N/A,,#N/A,,
N15300400550,N15300400550,,"Unit 9, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,Y,2018-01-01,,2350,CG2,Garage,#N/A,#N/A,,-1153.85,,
N15300400624,N15300400624,Trustees Of J W Reynard,"Unit 6, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,N,2017-08-01,,6000,IF3,Workshops,#N/A,#N/A,,#N/A,,
N15300400710,N15300400710,Orangery Solutions Ltd,"Unit 1, Tholthorpe Business Park, Tholthorpe, York, YO61 1SS",YO61 1SS,54.10902,-1.27248,Y,2014-08-01,,10750,IF3,Workshops,#N/A,#N/A,,-5278.25,,
N15300400720,N15300400720,North Moor Engineering Ltd,"Unit 2, Tholthorpe Business Park, Tholthorpe, York, YO61 1SS",YO61 1SS,54.10902,-1.27248,Y,2006-04-01,,9800,IF3,Workshops,#N/A,#N/A,,-4811.80,,
N15300400730,N15300400730,,"Unit 3, Tholthorpe Business Park, Tholthorpe, York, YO61 1SS",YO61 1SS,54.10902,-1.27248,Y,2013-04-01,,10750,IF3,Workshops,#N/A,#N/A,,-5278.25,,
N15300400740,N15300400740,Chapman Auto Repairs Ltd,"Unit 4, Tholthorpe Business Park, Tholthorpe, York, YO61 1SS",YO61 1SS,54.10902,-1.27248,Y,2014-07-04,,10750,IF3,Workshops,#N/A,#N/A,,-5278.25,,
N15300400751,N15300400751,R N D Motorsport Ltd,"Unit 5, Tholthorpe Business Park, Tholthorpe, York, YO61 1SS",YO61 1SS,54.10902,-1.27248,Y,2016-01-01,,18000,CG1,Vehicle Repair Workshop,#N/A,#N/A,,-2216.11,,
N15300400752,N15300400752,Trustees Of B Reynard 2005 Settlement,"Pk Accomodation, Tholthorpe Airfield, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,Y,2014-09-30,,6000,CW1,Land Used For Storage,LAND/MASTS,2015-03-30,,#N/A,,
N15300400753,N15300400753,Liberty Leisure Group Ltd,"Storage Land, Tholthorpe Airfield, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,Y,2018-02-01,,6000,CW1,Land Used For Storage,#N/A,#N/A,,-2066.80,,
N15300400755,N15300400755,Uk Holiday Homes Ltd,"Land Used For Storage, Opposite Units 1-5, Tholthorpe Business Park, Tholthorpe, York, YO61 1SS",YO61 1SS,54.10902,-1.27248,Y,2018-02-01,,21000,CW1,Land Used For Storage,#N/A,#N/A,,#N/A,,
N15300400910,N15300400910,Trustees Of J W Reynard,"Compound C1, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,Y,2012-12-01,,1875,CW1,Land Used For Storage,#N/A,#N/A,,#N/A,,
N15300400940,N15300400940,Chris Topp And Co Ltd,"Unit 4, Tholthorpe Airfield, Tholthorpe, York, North Yorkshire, YO61 1ST",YO61 1ST,54.10118,-1.26985,Y,2016-12-24,,13500,CW3,Stores,#N/A,#N/A,,-33.81,,
N15300400951,N15300400951,Chris Topp And Co Ltd,"Unit 5, Tholthorpe Airfield, Tholthorpe, York, North Yorkshire, YO61 1 ST",YO61 1 ST,54.10118,-1.26985,Y,2014-07-31,,24750,IF3,Workshops,#N/A,#N/A,,#N/A,,
N15300400960,N15300400960,Orwak Easi Uk Ltd,"The Airfield, Tholthorpe, York, North Yorkshire, YO61 1ST",YO61 1ST,54.10118,-1.26985,Y,2010-04-22,,17500,CW,Warehouses,#N/A,#N/A,,-41.24,,
N15300409100,N15300409100,Trustees Of J W Reynard,"Unit 10, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,N,2018-01-01,,2650,CG2,Garage,LOW RV2900,2018-07-01,,#N/A,,
N15309000251,N15309000251,Vodafone Limited,"Telecom Mast Site Ref 37662, Carl House Farm, Tholthorpe, York, YO61 1ST",YO61 1ST,54.10118,-1.26985,Y,2005-04-01,,6800,MT1,Communication Station And Premises,#N/A,#N/A,,#N/A,,
N15309000556,N15309000556,Britcab Ltd,"Higher Platforms, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,Y,2018-04-01,,10250,IF3,Workshops,#N/A,#N/A,,#N/A,,
N15309000563,N15309000563,Britcab Ltd,"Old P K Accomodation Site, Moor Lane Industrial Est, Tholthorpe, York, North Yorkshire, YO61 1SR",YO61 1SR,54.09853,-1.26817,Y,2015-12-10,,36250,IF3,Workshops,#N/A,#N/A,,#N/A,,
N15309000801,N15309000801,,"High Farm, Tholthorpe, York, North Yorkshire, YO61 1SN",YO61 1SN,54.09616,-1.27882,Y,1995-04-01,,5100,IF3,Workshops,#N/A,#N/A,,-2504.10,,
N15309001650,N15309001650,T S Hartley & Sons Limited,"The Butchers Shop, Back Lane, Tholthorpe, York, North Yorkshire, YO61 1SN",YO61 1SN,54.09616,-1.27882,Y,1995-04-01,,8700,MX,Other Miscellaneous,#N/A,#N/A,,-4271.70,,
N15309002300,N15309002300,,"The New Inn, Tholthorpe, York, North Yorkshire, YO61 1SL",YO61 1SL,54.09477,-1.27566,Y,2008-06-02,,22250,CL,Public House,#N/A,#N/A,,-3614.19,,
N15309002450,N15309002450,North Yorkshire County Council,"Tholthorpe Refuse Tip, Flawith Road, Tholthorpe, York, North Yorkshire, YO61 1SG",YO61 1SG,54.09160,-1.27582,Y,1995-04-01,,6900,IMX,(Industrial [Minerals] Unclassified),#N/A,#N/A,,#N/A,,
N15309002500,N15309002500,Tholthorpe Village Hall Commtte,"Tholthorpe Village Hall, Tholthorpe, York, North Yorkshire, YO61 1SN",YO61 1SN,54.09616,-1.27882,Y,1995-04-01,,2100,LC3,Hall,#N/A,#N/A,,-930.98,,
N15309009991,N15309009991,Yorkshire Water Services Ltd,"Sewage Disposal Work, Adj The Green, Tholthorpe, York, North Yorkshire, YO61 1SW",YO61 1SW,54.09627,-1.27697,Y,1995-04-01,,2075,NW,Sewage Treatment Works,#N/A,#N/A,,#N/A,,
N15409001250,N15409001250,,"Workshop, Moor Lane, Thormanby, York, North Yorkshire, YO61 4NN",YO61 4NN,54.16740,-1.24679,Y,2003-04-01,,12500,CG1,Vehicle Repair Workshop,#N/A,#N/A,,-5114.58,,
N15600305000,N15600305000,Thornton Le Beans Village Hall,"Village Hall, School Lane, Thornton-Le-Beans, Northallerton, North Yorkshire, DL6 3SN",DL6 3SN,54.30874,-1.39323,Y,1995-04-01,,1850,LC3,Hall,#N/A,#N/A,,-932.40,,
N15609005010,N15609005010,,"Awmack House, Thornton Le Beans, Northallerton, North Yorkshire, DL6 3ST",DL6 3ST,54.31423,-1.37794,Y,1998-04-04,,9200,LX,Other Leisure,#N/A,#N/A,,-3487.73,,
N15609005090,N15609005090,,"Crosby Hotel, Thornton-Le-Beans, Northallerton, North Yorkshire, DL6 3SW",DL6 3SW,54.30843,-1.39176,Y,2006-09-25,,11000,CL,Public House,#N/A,#N/A,,-5374.59,,
N15609005121,N15609005121,,"Aquatic Finatic, Marlin House, Thirsk Road, Thornton Le Beans, Northallerton, North Yorkshire, DL6 3SB",DL6 3SB,54.31250,-1.40583,Y,2001-07-15,,2750,CW,Warehouses,#N/A,#N/A,,-1350.25,,
N15609005270,N15609005270,,"Martin Folly Thirsk Rd, Thornton Le Beans, Northallerton, North Yorkshire, DL6 3SF",DL6 3SF,54.29999,-1.39091,Y,1996-06-01,,9300,CG2,Garage,#N/A,#N/A,,-4566.30,,
N15609009997,N15609009997,Yorkshire Water Services Ltd,"Sewage Works, Thornton Le Beans, Northallerton, North Yorkshire, DL6 3SW",DL6 3SW,54.30843,-1.39176,Y,1995-04-01,,1425,NW,Sewage Treatment Works,#N/A,#N/A,,#N/A,,
N15709002351,N15709002351,Sayers Property Investments Ltd,"Black Swan Inn, Thornton Le Moor, Northallerton, North Yorkshire, DL7 9DN",DL7 9DN,54.28700,-1.40120,N,2015-08-03,,0,CL,Public House,#N/A,#N/A,,#N/A,,
N15709002352,N15709002352,,"Chestnuts Park R/O Black Swan Inn, Thornton Le Moor, Northallerton, North Yorkshire, DL7 9EF",DL7 9EF,54.28671,-1.40042,Y,2008-04-04,,1980,CC4,Caravan Pitch And Premises,#N/A,#N/A,,-972.18,,
N15709006850,N15709006850,,"Holiday Cottages,Thiefhole Farm, Thiefhole Lane, Thornton Le Moor, Northallerton, North Yorkshire, DL7 9EH",DL7 9EH,54.29270,-1.39374,Y,2009-06-22,,22500,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,#N/A,,
N15809002260,N15809002260,Jcj Design & Construction Ltd,"Church Farmhouse, Thornton Le Street, Thirsk, North Yorkshire, YO7 4DS",YO7 4DS,54.27038,-1.36642,Y,2012-01-17,,8100,IF3,Workshops,#N/A,#N/A,,-3977.10,,
N15809002270,N15809002270,,"Storage Land R/O Church Farm , Thornton Le Street, Thirsk, North Yorkshire, YO7 4DS",YO7 4DS,54.27038,-1.36642,Y,2012-01-17,,4200,CW1,Land Used For Storage,#N/A,#N/A,,#N/A,,
N15809002600,N15809002600,,"Fairview Garage, Thornton Le Street, Thirsk, North Yorkshire, YO7 4DS",YO7 4DS,54.27038,-1.36642,Y,1996-12-07,,8600,IF3,Workshops,#N/A,#N/A,,-4222.60,,
N15809004350,N15809004350,,"The Estate Office, Park House, Thornton Park, Thirsk, North Yorkshire, YO7 4DW",YO7 4DW,54.25867,-1.38710,Y,2002-01-01,,10500,CX,Other Commercial,#N/A,#N/A,,-4004.43,,
N15809004700,N15809004700,Thirsk & Northallerton Golf Club,"Thirsk & N/Ton Golf Club, Thornton Le Street, Thirsk, North Yorkshire, YO7 4AB",YO7 4AB,54.25469,-1.35758,Y,1995-04-01,,36500,LS2,Golf Courses,#N/A,#N/A,,#N/A,,
N15809009000,N15809009000,Thornton Le Street & North Kilvington Village Hall,"Village Hall, Thornton Le Street, Thirsk, North Yorkshire, YO7 4DS",YO7 4DS,54.27038,-1.36642,Y,2001-09-15,,1950,LC3,Hall,#N/A,#N/A,,-897.28,,
N15909000400,N15909000400,,"Thornton Lodge, Thornton On The Hill, Easingwold, York, YO61 3QA",YO61 3QA,54.15348,-1.18816,Y,2004-06-01,,9600,LX,Other Leisure,#N/A,#N/A,,-3358.55,,
N15909000410,N15909000410,,"Thornton Lodge Farm Lodges, Easingwold, York, North Yorkshire, YO61 3QA",YO61 3QA,54.15348,-1.18816,Y,2018-01-01,,6900,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-3387.90,,
N15909000450,N15909000450,,"Yeoman Course House, Thornton On The Hill, Easingwold, York, YO61 3PY",YO61 3PY,54.16206,-1.17658,Y,2007-11-05,,725,CC1,Caravan Site,#N/A,#N/A,,-322.94,,
N16009000200,N16009000200,,"Buck Inn, Thornton Watlass, Ripon, North Yorkshire, HG4 4AH",HG4 4AH,54.26533,-1.63969,Y,2014-05-19,,13250,CL,Public House,#N/A,#N/A,,-4698.60,,
N16009001951,N16009001951,,"Workshop, Thornton Watlass, Ripon, North Yorkshire, HG4 4AH",HG4 4AH,54.26533,-1.63969,Y,1995-04-01,,6100,IF3,Workshops,#N/A,#N/A,,-2995.10,,
N16009002050,N16009002050,,"Thornton Watlass Hall, Thornton Watlass, Ripon, North Yorkshire, HG4 4AS",HG4 4AS,54.26956,-1.63993,Y,1995-04-01,,3750,CH2,Boarding House,#N/A,#N/A,,-1840.75,,
N16009002151,N16009002151,Thornton Watlass Village Hall,"Village Hall, Thornton Watlass, Ripon, North Yorkshire, HG4 4AH",HG4 4AH,54.26533,-1.63969,Y,1995-04-01,,2950,LC3,Hall,#N/A,#N/A,,-1486.80,,
N16009003000,N16009003000,Melrosegate Holdings Ltd,"Thornton Vale, Watlass Moor Lane, Thornton Watlass, Ripon, North Yorkshire, HG4 4BF",HG4 4BF,54.25549,-1.63801,Y,2015-04-18,,4600,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-1420.93,,
N16009009000,N16009009000,North Yorkshire County Council,"School And Premises, Thornton Watlass, Ripon, North Yorkshire, HG4 4AH",HG4 4AH,54.26533,-1.63969,Y,1995-04-01,,5700,EL,Local Authority Schools,#N/A,#N/A,,#N/A,,
N16009009990,N16009009990,Yorkshire Water Services Ltd,"Sewage Treatment Works, Thornton Watlass, Ripon, North Yorkshire, HG4 4AH",HG4 4AH,54.26533,-1.63969,Y,1995-04-01,,12250,NW,Sewage Treatment Works,#N/A,#N/A,,#N/A,,
N16109005035,N16109005035,Canada Fields Leisure Ltd,"Caravan Park,Canada Fields, Moor Lane, Thrintoft, Northallerton, North Yorkshire, DL7 0QA",DL7 0QA,54.35978,-1.48809,Y,2016-03-02,,2700,CC,Camping Site,#N/A,#N/A,,-1097.96,,
N16109005170,N16109005170,,"New Inn, Thrintoft, Northallerton, North Yorkshire, DL7 0PN",DL7 0PN,54.33357,-1.50653,Y,2013-02-06,,9250,CL,Public House,#N/A,#N/A,,-4662.00,,
N16109005250,N16109005250,Harland Builders Ltd,"R/O The Cottage, Thrintoft, Northallerton, North Yorkshire, DL7 0PW",DL7 0PW,54.33394,-1.50503,Y,2010-04-01,,3450,IF3,Workshops,#N/A,#N/A,,-1693.95,,
N16200500050,N16200500050,Dr M Potrykus & Dr S Utting,"5, Hambleton View, Tollerton, York, North Yorkshire, YO61 1QW",YO61 1QW,54.07109,-1.21450,Y,1995-04-01,,8800,MH,Surgeries,#N/A,#N/A,,-4320.80,,
N16200703800,N16200703800,Tollerton Tennis Club,"., Newton Road, Tollerton, York, North Yorkshire, YO61 1QX",YO61 1QX,54.07073,-1.21604,Y,1995-04-01,,1325,LX,Other Leisure,#N/A,#N/A,,-381.07,,
N16209000300,N16209000300,,"Black Horse Inn, Tollerton, York, North Yorkshire, YO61 1QT",YO61 1QT,54.07029,-1.21507,Y,2018-02-14,,12750,CL,Public House,#N/A,#N/A,,-5216.88,,
N16209000450,N16209000450,Ludus Leisure Ltd,"Brooklyn, Tollerton, York, North Yorkshire, YO61 1QQ",YO61 1QQ,54.07009,-1.22294,Y,2010-08-09,,3100,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,#N/A,,
N16209001201,N16209001201,Teletrac Navman (Uk) Ltd,"Trafficmaster Site 5328d A19, Fleet Bank Farm, Tollerton, York, North Yorkshire, YO61 1QQ",YO61 1QQ,54.07009,-1.22294,Y,1998-04-01,,140,MT1,Communication Station And Premises,#N/A,#N/A,,#N/A,,
N16209001301,N16209001301,,"Forest Farm (New), York Road, Tollerton, York, North Yorkshire, YO61 1RA",YO61 1RA,54.07153,-1.19492,Y,2017-12-01,,6200,LX,Other Leisure,DELETION,2017-12-01,,#N/A,,
N16209002105,N16209002105,,"Barn Adj Long Acre House Barn, South Back Lane, Tollerton, York, North Yorkshire, YO61 1QQ",YO61 1QQ,54.07009,-1.22294,Y,2014-07-16,,3250,CW3,Stores,#N/A,#N/A,,-1595.75,,
N16209002351,N16209002351,Vodafone Limited,"Telecom Mast Site Ref 37659, Manor Farm, Moorlands Lane, Tollerton, York, YO61 1PS",YO61 1PS,54.07092,-1.22014,Y,2005-04-01,,6900,MT1,Communication Station And Premises,#N/A,#N/A,,#N/A,,
N16209002750,N16209002750,,"Prospect Farm (Mr Otterburn), Tollerton, York, North Yorkshire, YO61 1QA",YO61 1QA,54.07235,-1.22074,Y,2004-04-01,,2250,CH2,Boarding House,#N/A,#N/A,,-5.30,,
N16209002751,N16209002751,,"The Red Barn, Prospect Farm, Alne Road, Tollerton, York, YO61 1QA",YO61 1QA,54.07235,-1.22074,Y,2012-03-01,,10500,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-4069.02,,
N16209003250,N16209003250,,"The Station Inn, Station Road, Tollerton, York, North Yorkshire, YO61 1RD",YO61 1RD,54.07297,-1.21620,Y,2018-10-20,,9750,CL,Public House,#N/A,#N/A,,-1595.75,,
N16209003252,N16209003252,Green Wood Parks Ltd,"Tollerton Caravan Park, Tollerton, York, YO61 1RD",YO61 1RD,54.07297,-1.21620,Y,2002-04-19,,18500,CC1,Caravan Site,#N/A,#N/A,,#N/A,,
N16209003310,N16209003310,Aire Concrete Ltd,"Concrete Plant At, Sowerton Farm, Sykes Lane, Tollerton, York, North Yorkshire, YO61 1RE",YO61 1RE,54.07744,-1.20789,Y,2017-04-01,,5600,CW1,Land Used For Storage,#N/A,#N/A,,#N/A,,
N16209003320,N16209003320,Riley Plant Hire Ltd,"Vehicle Storage At, Sowerton Farm, Sykes Lane, Tollerton, York, North Yorkshire, YO61 1RE",YO61 1RE,54.07744,-1.20789,Y,2018-09-04,,2600,CW1,Land Used For Storage,#N/A,#N/A,,#N/A,,
N16209003321,N16209003321,,"Stark Farm, Sykes Lane, Tollerton, York, North Yorkshire, YO61 1RE",YO61 1RE,54.07744,-1.20789,Y,2015-06-17,,900,CW3,Stores,#N/A,#N/A,,-441.90,,
N16209003340,N16209003340,,"Oak Tree Farm, Sykes Lane, Tollerton, York, North Yorkshire, YO61 1RE",YO61 1RE,54.07744,-1.20789,Y,2014-04-05,,8300,CW3,Stores,#N/A,#N/A,,-4075.30,,
N16209003352,N16209003352,Munford Haulage Ltd,"Stirk House, Cross Lane, Tollerton, York, North Yorkshire, YO61 1RB",YO61 1RB,54.07816,-1.19483,Y,2011-10-01,,46500,CW,Warehouses,#N/A,#N/A,,#N/A,,
N16209003510,N16209003510,,"Sycamore Barn, Tollerton, York, North Yorkshire, YO61 1QT",YO61 1QT,54.07029,-1.21507,Y,2011-04-08,,2550,CH1,Self Catering Holiday Unit And Premises,#N/A,#N/A,,-1252.05,,
N16209003750,N16209003750,Worm Store Ltd,"The Worm Barn, Sykes Lane, Tollerton, York, North Yorkshire, YO61 1RE",YO61 1RE,54.07744,-1.20789,Y,2003-08-01,,4150,CW,Warehouses,#N/A,#N/A,,-2037.65,,
N16209003902,N16209003902,Orange Pcs Ltd,"Orange (Nyk0191), The Bungalow Farm, Warehills Lane, Tollerton, York, YO61 1RG",YO61 1RG,54.06614,-1.20599,Y,2010-04-01,,6000,MT1,Communication Station And Premises,#N/A,#N/A,,#N/A,,
N16209004350,N16209004350,,"Tollerton Stores, The Green, Tollerton, York, North Yorkshire, YO61 1PX",YO61 1PX,54.07137,-1.21911,Y,1999-04-28,,5400,CS,Shop And Premises,#N/A,#N/A,,-2721.60,,
N16209004405,N16209004405,Kevin Peschke Photography Ltd,"Millennium Studios The Barn, Tollerton Road, Huby, York, North Yorkshire, YO61 1JE",YO61 1JE,54.07963,-1.18421,Y,2005-06-01,,11250,CO,Office (Excluding Central & Local Gov'T),#N/A,#N/A,,-5523.75,,
N16209004450,N16209004450,Tollerton & Huby Lakes Partnership,"Redwood Park, Tollerton Road, Huby, York, North Yorkshire, YO61 1JE",YO61 1JE,54.07963,-1.18421,Y,2010-05-07,,1650,CR1,Cafes,#N/A,#N/A,,-490.87,,
N16209004700,N16209004700,,"R Thompson Joinery Ltd, South Back Lane, Tollerton, York, North Yorkshire, YO61 1QQ",YO61 1QQ,54.07009,-1.22294,N,2019-03-01,,16000,IF3,Workshops,IND/6MONTH,2019-03-01,,#N/A,,
N16209005050,N16209005050,Tollerton Village Hall Committe,"Tollerton Village Hall, Station Road, Tollerton, York, North Yorkshire, YO61 1RD",YO61 1RD,54.07297,-1.21620,Y,1995-04-01,,4750,LC3,Hall,#N/A,#N/A,,-1915.20,,
N16209005750,N16209005750,,"Rear Of Station House, Tollerton, York, North Yorkshire, YO61 1RD",YO61 1RD,54.07297,-1.21620,Y,1995-04-01,,7600,IF3,Workshops,#N/A,#N/A,,-3731.60,,
N16209005801,N16209005801,,"Brickyard Farm, York Road, Tollerton, York, North Yorkshire, YO61 1RA",YO61 1RA,54.07153,-1.19492,Y,2014-07-17,,1880,CC1,Caravan Site,#N/A,#N/A,,-855.79,,
