Property reference number,BA reference number,Ratepayer,Address,Postcode,Latitude,Longitude,Occupied,Liability start date,Empty from,Rateable value,VOA code,VOA description,Exemptions,Exemption start date,Relief types,Relief total,Relief mandatory,Relief discretionary
170064550502,,Jooce Ltd,"36, Sandside, Scarborough, North Yorkshire, YO11 1PE",YO11 1PE,54.28422,-0.39123,Y,2014-11-03,,17750,CS,Shops,,,Retail Discount,,,
172039860501,,Kebbell Developments Ltd,"Contractors Site Huts, Middle Deepdale, Scarborough, North Yorkshire, YO11 2BD",YO11 2BD,54.25844,-0.39523,Y,2014-04-01,,2800,IX,Other Industrial,,,,,,
135015150915,,The Fleece (Whitby) Ltd,"The Fleece Inn, 183, Church Street, Whitby, North Yorkshire, YO22 4AS",YO22 4AS,54.48632,-0.61075,Y,2014-04-16,,20000,CL,Public House,,,Retail Discount,,,
112060050542,,Upton Group Ltd,"Unit 5, Betton Business Park, Racecourse Road, East Ayton, Scarborough, North Yorkshire, YO13 9HT",YO13 9HT,54.25426,-0.47056,Y,2014-10-13,,6400,CW3,Store,,,,,,
118025100502,,Taylor Wimpey Uk Limited,"Sales Centre, (High Mill Development), Field Lane, Scalby, Scarborough, North Yorkshire, YO13 0DA",YO13 0DA,54.30889,-0.42424,Y,2014-10-25,,2400,CX,Other Commercial,,,,,,
118051950520,,Kay & Shi Ltd,"40, Newlands Park Drive, Scarborough, North Yorkshire, YO12 6DJ",YO12 6DJ,54.29418,-0.42317,Y,2014-11-01,,21000,CS,Shops,,,Revaluation 2017 Discretionary Year 3,,,
170852800504,,O'Sullivans Complimentary Health Clinic Limited,"Offices At, 51, Northstead Manor Drive, Scarborough, North Yorkshire, YO12 6AF",YO12 6AF,54.29097,-0.41395,Y,2014-01-06,,2550,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
170777220526,,Escape 2 The Sands Ltd,"Unit 6, The Corner, Peasholm Gap, Scarborough, North Yorkshire, YO12 7TP",YO12 7TP,54.29306,-0.40767,Y,2014-06-05,,38250,CS,Shops,,,Revaluation 2017 Discretionary Year 3,,,
135335400506,,Sj & Del Ltd,"The Net Loft Workshop, High Stakesby Cottages, Whitby, North Yorkshire, YO21 1HJ",YO21 1HJ,54.4844,-0.63514,Y,2010-12-25,,4250,IF3,Workshop,,,Small Business Relief England,,,
135404950695,,Loafers Shoes Ltd,"51, Baxtergate, Whitby, North Yorkshire, YO21 1BL",YO21 1BL,54.48596,-0.61525,Y,2014-11-11,,13500,CS,Shops,,,Retail Discount,,,
103068490518,,S.J. Adams Painting & Decorating Limited,"Dream View, 18, Silversands Way, Moor Road, Filey, North Yorkshire, YO14 9GY",YO14 9GY,54.17909,-0.28782,Y,2014-12-14,,4450,CH1,Apartment House,,,Small Business Relief England,,,
143019350516,,Esk Valley Weddings 2015 Limited,"Danby Castle, Danby, Whitby, North Yorkshire, YO21 2NP",YO21 2NP,54.45521,-0.89513,Y,2014-11-11,,10000,CX,Other Commercial,,,Small Business Relief England,,,
108013150685,,Infotone Imaging Supplies Ltd,"Unit 9, Plaxton Park, Cayton Low Road, Scarborough, North Yorkshire, YO11 3BY",YO11 3BY,54.2379,-0.40419,Y,2013-04-01,,50000,CW,Warehouses,,,,,,
170671850553,,Flatkeys Ltd,"Unit 12, Falsgrave Mews, St John'S Road, Scarborough, North Yorkshire, YO12 5ES",YO12 5ES,54.27829,-0.41507,Y,2015-01-01,,2150,IF3,Workshop,,,Small Business Relief England,,,
170172600567,,The North Room Limited,"30, St Nicholas Street, Scarborough, North Yorkshire, YO11 2HF",YO11 2HF,54.28224,-0.39902,Y,2014-11-12,,17750,CR1,Cafe,,,Retail Discount,,,
171404650609,,My Lockup Limited,"Unit 8 At, 16, Barrys Lane, Scarborough, North Yorkshire, YO12 4BU",YO12 4BU,54.26736,-0.42163,N,2014-10-01,,1650,CO,Office (Excluding Central & Local Gov'T),SMALL,01/10/2014,,,,
171404650610,,My Lockup Limited,"Unit 9 At , 16, Barrys Lane, Scarborough, North Yorkshire, YO12 4BU",YO12 4BU,54.26736,-0.42163,N,2014-10-01,,2700,CO,Office (Excluding Central & Local Gov'T),SMALL,01/10/2014,,,,
171404650615,,My Lockup Limited,"16, Barrys Lane, Scarborough, North Yorkshire, YO12 4BU",YO12 4BU,54.26736,-0.42163,Y,2014-10-01,,35500,CW,Warehouses,,,,,,
170153350615,,Coastal Security Ltd,"Car Parking Space No 4, North Street, Scarborough, North Yorkshire, YO11 1DE",YO11 1DE,54.28454,-0.40251,Y,2011-09-19,,400,CP1,Car Parking Space,,,,,,
108013150633,,Dbs Clothing Limited,"Unit 8a, Plaxton Park, Cayton Low Road, Scarborough, North Yorkshire, YO11 3BY",YO11 3BY,54.2379,-0.40419,Y,2014-11-13,,19000,CW,Warehouses,,,,,,
170137850627,,Goodall Group Ltd,"Deleted Ref , 18, Huntriss Row, Scarborough, North Yorkshire, YO11 2EF",YO11 2EF,54.28149,-0.4,N,2015-01-05,,0,CS,Shops,,,Empty Property Rate Non-Industrial,,,
170283850960,,Behzco Ltd,"83, Westborough, Scarborough, North Yorkshire, YO11 1JW",YO11 1JW,54.28111,-0.40446,Y,2014-11-20,,10250,CS,Shops,,,Small Business Relief England,,,
102018300510,,Pbc Leisure Ltd,"29, Cross Hill, Hunmanby, Filey, North Yorkshire, YO14 0JT",YO14 0JT,54.18053,-0.32293,N,2010-04-01,,1975,CO,Office (Excluding Central & Local Gov'T),SMALL,01/04/2010,,,,
170368300550,,Sinclair Heating Limited,"1b, Sherwood Street, Scarborough, North Yorkshire, YO11 1SR",YO11 1SR,54.28038,-0.40894,Y,2014-12-01,,8300,IF3,Workshop,,,Small Business Relief England,,,
170137850645,,Crown Properties (Scarborough) Ltd,"20a, Huntriss Row, Scarborough, North Yorkshire, YO11 2EF",YO11 2EF,54.28149,-0.4,Y,2014-10-13,,4000,CS,Shops,,,Small Business Relief England,,,
170283850634,,Retail Phone Accesories Ltd,"Unit 23, The Brunswick Shopping Centre, Westborough, Scarborough, North Yorkshire, YO11 1UE",YO11 1UE,54.28095,-0.4027,Y,2014-07-15,,18750,CS,Shops,,,Revaluation 2017 Discretionary Year 3,,,
170276700637,,Axisware Ltd,"106-107, Woodend Creative Workspace, The Crescent, Scarborough, North Yorkshire, YO11 2PW",YO11 2PW,54.27898,-0.40259,Y,2014-09-01,,3850,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
102009000541,,Vellco Limited,"17, Bridlington Road, Hunmanby, Filey, North Yorkshire, YO14 9RS",YO14 9RS,54.16812,-0.29745,Y,2014-10-29,,26750,IF3,Workshop,,,,,,
135668700570,,Jack Barber Limited,"21, Clarence Place, Whitby, North Yorkshire, YO21 3AS",YO21 3AS,54.48796,-0.61881,Y,2014-11-26,,1425,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
104025750546,,Foxhound Inn Ltd,"Foxhound Inn, Main Street, Flixton, Scarborough, North Yorkshire, YO11 3UB",YO11 3UB,54.20183,-0.40662,Y,2015-04-01,,25850,CL,Public House,,,Retail Discount,,,
170137850646,,Goodall Group Ltd,"11, Salisbury Arcade, Huntriss Row, Scarborough, North Yorkshire, YO11 2EF",YO11 2EF,54.28149,-0.4,N,2015-01-01,,0,CS,Shops,,,Empty Property Rate Non-Industrial,,,
139147000546,,Pavilion Sandsend Ltd,"The Pavillion, 23, Meadowfields, Sandsend, Whitby, North Yorkshire, YO21 3SX",YO21 3SX,54.49954,-0.66905,Y,2014-07-01,,9000,CH1,Apartment House,,,Small Business Relief England,,,
135425900610,,Henderson Property Services (Yorkshire) Limited,"21, Flowergate, Whitby, North Yorkshire, YO21 3BA",YO21 3BA,54.48649,-0.61557,Y,2015-01-12,,6800,CS,Shops,,,Small Business Relief England,,,
108084850503,,Independent Power Networks Ltd,"Independent Distribution Network Operator, West Garth, Cayton, Scarborough, North Yorkshire, YO11 3TJ",YO11 3TJ,54.2319,-0.37888,Y,2014-04-01,,980,NX,Other Non Formula,,,,,,
109020770587,,Eurocell Building Plastics Ltd,"Unit 5d, Dunslow Court, Dunslow Road, Scarborough, North Yorkshire, YO11 3XT",YO11 3XT,54.23713,-0.41257,Y,2014-12-19,,10000,IF3,Workshop,,,,,,
170172850615,,Waterhouse Bar Ltd,"The Waterhouse, St Thomas Street, Scarborough, North Yorkshire, YO11 1DR",YO11 1DR,54.2832,-0.39981,Y,2014-07-08,,32500,CL,Public House,,,Retail Discount,,,
112060050544,,Gencon (Uk) Limited,"Unit 4, Betton Business Park, Racecourse Road, East Ayton, Scarborough, North Yorkshire, YO13 9HT",YO13 9HT,54.25426,-0.47056,Y,2014-12-23,,6400,IF3,Workshop,,,Small Business Relief England,,,
170206600501,,The Bloomsbury Property Company (Scarborough) Limited,"The Crescent Hotel, The Crescent, Scarborough, North Yorkshire, YO11 2PP",YO11 2PP,54.28013,-0.40182,Y,2014-12-19,,36000,CH,Hotel,,,,,,
170137850690,,Alderforce North Ltd,"28, Huntriss Row, Scarborough, North Yorkshire, YO11 2EF",YO11 2EF,54.28149,-0.4,Y,2014-09-05,,27500,CS,Shops,,,,,,
170137850628,,Goodall Group Ltd,"Vivaz, Huntriss Row, Scarborough, North Yorkshire, YO11 2EF",YO11 2EF,54.28149,-0.4,N,2015-02-11,,0,CL2,Public House And Premises,,,Empty Property Rate Non-Industrial,,,
135015150740,,Cw Sellors (Gold & Silversmiths) Ltd,"Bobbins, Church Street, Whitby, North Yorkshire, YO22 4AS",YO22 4AS,54.48632,-0.61075,Y,2015-03-01,,19000,CS7,Showroom,,,Retail Discount,,,
151135450517,,Taylor Bland Management Ltd,"Chapel Garth, High Street, Staithes, Saltburn-By-The-Sea, Cleveland, TS13 5BH", TS13 5BH,,,Y,2015-02-09,,6200,CH1,Apartment House,,,Small Business Relief England,,,
139164600541,,The Woodlands Hotel Ltd,"The Woodlands Hotel, (And School House), The Valley, Sandsend, Whitby, North Yorkshire, YO21 3TE",YO21 3TE,54.50296,-0.67538,Y,2014-12-20,,15250,CH2,Boarding House,,,Small Business Relief England,,,
135134000508,,Vodafone Ltd,"Vodafone (64396), Helredale Road, Whitby, North Yorkshire, YO22 4JG",YO22 4JG,54.47843,-0.60833,Y,2011-01-19,,4000,MT1,Transmitting Station,,,,,,
170137850651,,Goodall Group Ltd,"3 & 4, Salisbury Arcade, Huntriss Row, Scarborough, North Yorkshire, YO11 2EF",YO11 2EF,54.28149,-0.4,N,2015-02-12,,0,CS,Shops,,,Empty Property Rate Non-Industrial,,,
171404650589,,Travis Perkins Trading Co Ltd,"Units 3 & 4, Stadium Works, Barrys Lane, Scarborough, North Yorkshire, YO12 4HA",YO12 4HA,54.26685,-0.42094,Y,2014-12-18,,31250,CW,Warehouses,,,,,,
103061000566,,Energy C Limited,"Baiting Shed No 11, Ravine Top, Filey, North Yorkshire, YO14 9HA",YO14 9HA,54.21172,-0.28738,Y,2015-01-01,,520,CW3,Store,,,,,,
170753250560,,Tjia & Leong Ltd,"Arran, 114, North Marine Road, Scarborough, North Yorkshire, YO12 7JA",YO12 7JA,54.28828,-0.40338,Y,2015-03-02,,5500,CH2,Boarding House,,,Small Business Relief England,,,
171923550506,,Jandeva Ltd,"Brooklands, 7-10, Esplanade Gardens, Scarborough, North Yorkshire, YO11 2AW",YO11 2AW,54.27308,-0.39922,N,2015-01-09,,0,CH,Hotel,,,Empty Property Rate Non-Industrial,,,
102078950502,,Specialist Marine Consultants Ltd,"Danbrit Ship Management Ltd At, Hill Farm, The Row, Bartindale Road, Hunmanby, Filey, North Yorkshire, YO14 0JD",YO14 0JD,54.15523,-0.31666,Y,2014-07-01,,5400,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
171404650521,,Plaster Coving Limited,"Former Welburn Precision Engineering, Unit B At, Barrys Lane, Scarborough, North Yorkshire, YO12 4HA",YO12 4HA,54.26685,-0.42094,Y,2015-04-01,,11750,IF3,Workshop,,,Small Business Relief England,,,
102009000656,,Nautilus Imports Ltd,"Unit 1a, Hunmanby Industrial Estate, Hunmanby, Filey, North Yorkshire, YO14 0PH",YO14 0PH,54.17461,-0.30983,Y,2015-03-10,,12750,CW,Warehouses,,,Small Business Relief England,,,
170289900504,,Intrahealth Ltd,"Castle Health Centre At, 3 - 4, York Place, Scarborough, North Yorkshire, YO11 2NP",YO11 2NP,54.28031,-0.40295,Y,2015-04-01,,26500,MH1,Health Centre,,,,,,
170624450860,,Scarborough And Locals Together Ltd,"1, Glayton Court, Falsgrave Road, Scarborough, North Yorkshire, YO12 5AW",YO12 5AW,54.27716,-0.41189,Y,2015-03-17,,13250,CS,Shops,,,Mandatory Charity Relief,,,
104025750614,,Tony Peers Ltd,"Unit 7 At, Southfield Farm, Main Street, Flixton, Scarborough, North Yorkshire, YO11 3UD",YO11 3UD,54.20057,-0.42062,Y,2014-10-27,,2275,CW3,Store,,,,,,
135140950550,,S L Laundries Ltd,"Unit 1b, Industrial Estate, Larpool Lane, Whitby, North Yorkshire, YO22 4LX",YO22 4LX,54.47798,-0.611,Y,2014-07-22,,6300,IF3,Workshop,,,Small Business Relief England,,,
171621050500,,St Cecilias Care Services Ltd,"1, Eastway, Scarborough, North Yorkshire, YO11 3LS",YO11 3LS,54.24094,-0.39463,Y,2015-04-01,,1575,LC,Community Centres Etc,,,,,,
171508600511,,O2 (Uk) Limited,"O2 (66968), Streetworks, Eastfield, Scarborough, North Yorkshire, YO11",YO11,,,Y,2013-12-16,,4050,MT1,Transmitting Station,,,,,,
171074900507,,Vodafone Ltd,"Vodafone (64369), Streetworks, Stepney Road, Scarborough, North Yorkshire, YO12 5BN",YO12 5BN,54.2766,-0.42088,Y,2013-12-16,,4050,MT1,Transmitting Station,,,,,,
103074200508,,O2 (Uk) Limited,"O2 (34174), Rooftop, Station Road, Filey, North Yorkshire, YO14 9AR",YO14 9AR,54.2108,-0.29096,Y,2010-04-01,,13000,MT1,Transmitting Station,,,,,,
118010450526,,O2 (Uk) Limited,"O2 (40624), Streetworks, Burniston Road, Scarborough, North Yorkshire, YO12 6QU",YO12 6QU,54.29827,-0.41859,Y,2010-04-01,,4600,MT1,Transmitting Station,,,,,,
109039620569,,Measure Time Ltd,"Units 3 & 4, Newchase Court, Hopper Hill Road, Scarborough, North Yorkshire, YO11 3YS",YO11 3YS,54.23407,-0.41721,Y,2015-04-01,,18250,IF3,Workshop,,,,,,
170085570566,,Badgers Of Bohemia Limited,"11, West Pier, Scarborough, North Yorkshire, YO11 1PD",YO11 1PD,54.28317,-0.39181,Y,2015-03-01,,1675,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
170201100513,,The Scarborough Constitutional Club Company Ltd,"6, Albemarle Crescent, Scarborough, North Yorkshire, YO11 1XS",YO11 1XS,54.28183,-0.40408,Y,2015-04-02,,5500,CS,Shops,,,Small Business Relief England,,,
135457250562,,The Magpie Cafe Ltd,"14-15, Pier Road, Whitby, North Yorkshire, YO21 3PU",YO21 3PU,54.48919,-0.61491,Y,2014-07-01,,52500,CR,Restaurants,,,,,,
135046350574,,Y.C.C. Trading Limited,"Unit 4, The Shambles, Market Place, Whitby, North Yorkshire, YO22 4DD",YO22 4DD,54.488,-0.61242,Y,2015-01-07,,2750,CX,Other Commercial,,,Small Business Relief England,,,
170281170522,,Sdi Property Ltd,"Pt 1st Flr, Pavilion House, Valley Bridge Road, Scarborough, North Yorkshire, YO11 1UY",YO11 1UY,54.28041,-0.40442,N,2014-10-29,,13000,CO,Office (Excluding Central & Local Gov'T),,,Empty Property Rate Non-Industrial,,,
170051500520,,Akshar News (Ne) Limited,"35, Newborough, Scarborough, North Yorkshire, YO11 1NF",YO11 1NF,54.28306,-0.39727,Y,2015-02-25,,8200,CS,Shops,,,Small Business Relief England,,,
170283851220,,Flame Homewear Ltd,"Basement Store 5, The Brunswick Shopping Centre, Westborough, Scarborough, North Yorkshire, YO11 1UE",YO11 1UE,54.28095,-0.4027,Y,2014-08-04,,1450,CW3,Store,,,,,,
108013150582,,Newlove Repair Service Limited,"Unit 2, Olympian Trading Estate, Cayton Low Road, Scarborough, North Yorkshire, YO11 3BT",YO11 3BT,54.23501,-0.4006,Y,2015-04-17,,8700,IF3,Workshop,,,Small Business Relief England,,,
170144700519,,Yorkshire In Business Ltd,"Warehouse 1, William Street Business Centre, Lower Clark Street, Scarborough, North Yorkshire, YO12 7PW",YO12 7PW,54.28618,-0.40312,Y,2015-01-28,,4150,CW3,Store,,,DISCRETIONARY RELIEF NON PROFIT MAKING,,,
170283851035,,Costa Limited,"102, Westborough, Scarborough, North Yorkshire, YO11 1LD",YO11 1LD,54.28155,-0.40275,Y,2015-03-31,,53500,CR1,Cafe,,,,,,
109064420504,,Wold Engineering Services Ltd,"Unit 1, Salter Road, Scarborough, North Yorkshire, YO11 3UZ",YO11 3UZ,54.23796,-0.41198,Y,2015-02-01,,22000,IF3,Workshop,,,,,,
170104150620,,Wardle & Jones Ltd,"36, Bar Street, Scarborough, North Yorkshire, YO11 2HT",YO11 2HT,54.28179,-0.39973,Y,2015-05-17,,6500,CS,Shops,,,Small Business Relief England,,,
135468550630,,Carrpool Ltd,"Car Park At, 18, Silver Street, Whitby, North Yorkshire, YO21 3BX",YO21 3BX,54.4876,-0.617,Y,2012-11-06,,33500,CP,Car Parks & Parking Spaces,,,Revaluation 2017 Discretionary Year 3,,,
170064550532,,Pizza Express Limited,"11 - 12, Sandside, Scarborough, North Yorkshire, YO11 1PE",YO11 1PE,54.28422,-0.39123,Y,2015-05-21,,77500,CR,Restaurants,,,,,,
152082750506,,The Geall Gallery Ltd,"Grosmont Gallery, Front Street, Grosmont, Whitby, North Yorkshire, YO22 5PA",YO22 5PA,54.4359,-0.72383,Y,2013-04-04,,7000,CS,Shops,,,Small Business Relief England,,,
109064420505,,Eyg Domestic Limited,"Eyg Window Centres, Salter Road, Scarborough, North Yorkshire, YO11 3UZ",YO11 3UZ,54.23796,-0.41198,Y,2015-05-29,,25750,CW,Warehouses,,,,,,
135079050775,,Town & Country Care (Whitby) Ltd,"Unit G4, St Hildas Business Centre, The Ropery, Whitby, North Yorkshire, YO22 4EU",YO22 4EU,54.48265,-0.6078,Y,2014-10-01,,1800,IF3,Workshop,,,Small Business Relief England,,,
171860650570,,Ramshill Cleaners Limited,"19, Ramshill Road, Scarborough, North Yorkshire, YO11 2LN",YO11 2LN,54.27391,-0.40303,Y,2015-06-01,,5700,CS,Shops,,,Small Business Relief England,,,
135652400526,,Whitby Calling Cottages Ltd,"10, Normanby Terrace, Whitby, North Yorkshire, YO21 3ES",YO21 3ES,54.48849,-0.61902,Y,2015-06-05,,10750,CH1,Apartment House,,,Small Business Relief England,,,
134016050531,,Simon J Gibson Limited,"75a, Coach Road, Sleights, Whitby, North Yorkshire, YO22 5BT",YO22 5BT,54.45671,-0.66418,Y,2015-06-15,,2800,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
103073700570,,Alabama Kebab Ltd,"8, Station Avenue, Filey, North Yorkshire, YO14 9AQ",YO14 9AQ,54.21038,-0.29368,Y,2015-05-06,,8600,CS,Shops,,,Small Business Relief England,,,
135079050715,,Chapmans Insurance Consultants Ltd,"Unit B2, St Hildas Business Centre, The Ropery, Whitby, North Yorkshire, YO22 4EU",YO22 4EU,54.48265,-0.6078,Y,2015-07-01,,2550,IF3,Workshop,,,Small Business Relief England,,,
171535150561,,Ela Eren Ltd,"4, High Street, Scarborough, North Yorkshire, YO11 3LJ",YO11 3LJ,54.23841,-0.3976,Y,2015-04-01,,9100,CS,Shops,,,Small Business Relief England,,,
170283850577,,Game Retail Limited,"18, Westborough, Scarborough, North Yorkshire, YO11 1UN",YO11 1UN,54.28061,-0.40418,Y,2012-04-01,,51500,CS,Shops,,,,,,
135528310507,,Farmilo Holidays Ltd,"7, Gledhill Drive, Whitby, North Yorkshire, YO21 1LS",YO21 1LS,54.47989,-0.61604,Y,2015-05-15,,4050,CH1,Apartment House,,,Supporting Small Business Relief (SSB),,,
109045600550,,J Stockdale Ltd,"Workshop At, Star Carr Farm House, Spital Road, Staxton, Scarborough, North Yorkshire, YO12 4NH",YO12 4NH,54.21146,-0.43602,Y,2015-07-01,,12250,IF3,Workshop,,,Small Business Relief England,,,
171404650509,,Neales Autopaint Shop Limited,"21a, Barrys Lane, Scarborough, North Yorkshire, YO12 4HA",YO12 4HA,54.26685,-0.42094,Y,2015-07-01,,6700,IF3,Workshop,,,Small Business Relief England,,,
170003250574,,Vistech Team Ltd,"Unit 21a, Scarborough Business Centre, Auborough Street, Scarborough, North Yorkshire, YO11 1HT",YO11 1HT,54.28567,-0.39798,Y,2015-05-01,,3050,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
109039620549,,Yorkshire Coast Radio Ltd,"Unit 1b-2b, Newchase Business Centre, Hopper Hill Road, Scarborough, North Yorkshire, YO11 3YS",YO11 3YS,54.23407,-0.41721,Y,2015-01-13,,36750,CO,Office (Excluding Central & Local Gov'T),,,Revaluation 2017 Discretionary Year 3,,,
170003250570,,Sensecare Limited,"Unit 17, Scarborough Business Centre, Auborough Street, Scarborough, North Yorkshire, YO11 1HT",YO11 1HT,54.28567,-0.39798,Y,2015-07-01,,1300,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
171985050503,,R Nightingale Ltd,"2, Westbourne Grove, Scarborough, North Yorkshire, YO11 2DJ",YO11 2DJ,54.27263,-0.40411,Y,2015-07-24,,8900,CS,Shops,,,Small Business Relief England,,,
170283850735,,East Coast E-Cigs Ltd,"5 - 7, Station Shops, Westborough, Scarborough, North Yorkshire, YO11 1TR",YO11 1TR,54.27928,-0.40685,Y,2015-07-08,,14250,CS,Shops,,,Retail Discount,,,
170283851230,,Yours Clothing Limited,"Basement Store 7, The Brunswick Shopping Centre, Westborough, Scarborough, North Yorkshire, YO11 1UE",YO11 1UE,54.28095,-0.4027,Y,2015-07-20,,2600,CW3,Store,,,,,,
170283850631,,Yours Clothing Limited,"Unit 7, The Brunswick Shopping Centre, Westborough, Scarborough, North Yorkshire, YO11 1UE",YO11 1UE,54.28095,-0.4027,Y,2015-07-20,,60500,CS,Shops,,,,,,
108039300501,,Andrew Brepi Stained Glass Ltd,"Stainglass Workshop, Killerby Lane, Cayton, Scarborough, North Yorkshire, YO11 3TP",YO11 3TP,54.22772,-0.36572,Y,2015-04-01,,3300,IF3,Workshop,,,Small Business Relief England,,,
151035900674,,The Cleveland Garage Ltd,"Units 3a And 3b, Hinderwell Industrial Estate, Station View, Hinderwell, Saltburn-By-The-Sea, Cleveland, TS13 5ER", TS13 5ER,,,Y,2015-03-12,,9900,CG1,Vehicle Repair Workshop,,,Small Business Relief England,,,
135653050510,,Wheeldale Whitby Ltd,"Wheeldale Hotel, 11, North Promenade, Whitby, North Yorkshire, YO21 3JX",YO21 3JX,54.49085,-0.62768,Y,2015-07-01,,12000,CH2,Boarding House,,,Small Business Relief England,,,
170172600555,,Prillys Pantry Limited,"26, St Nicholas Street, Scarborough, North Yorkshire, YO11 2HF",YO11 2HF,54.28224,-0.39902,Y,2015-08-01,,13750,CS,Shops,,,Retail Discount,,,
104025750628,,Integrated Energy Management Solutions Ltd,"Unit 47 At, Southfield Farm, Main Street, Flixton, Scarborough, North Yorkshire, YO11 3UD",YO11 3UD,54.20057,-0.42062,Y,2015-07-15,,1325,CW3,Store,,,Small Business Relief England,,,
109039620572,,Alliance Structures Ltd,"Alliance Structures, Chatsworth Court, Hopper Hill Road, Scarborough, North Yorkshire, YO11 3YS",YO11 3YS,54.23407,-0.41721,Y,2015-07-27,,50000,IF3,Workshop,,,,,,
135457250708,,Whitby & District Fishing Industry Training School Ltd,"Unit 7, Fish Market, Pier Road, Whitby, North Yorkshire, YO21 3PU",YO21 3PU,54.48919,-0.61491,Y,2015-04-01,,2275,IF3,Workshop,,,Small Business Relief England,,,
135587700508,,Brian Hewison Ltd,"Flat 3, 8, Windsor Terrace, Whitby, North Yorkshire, YO21 1ET",YO21 1ET,54.4835,-0.61495,Y,2015-08-07,,2400,CH1,Apartment House,,,Small Business Relief England,,,
170085570580,,F.G. Normandale (Scarborough) Limited,"16-17, West Pier, Scarborough, North Yorkshire, YO11 1PD",YO11 1PD,54.28317,-0.39181,Y,2015-08-01,,5300,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
103006350610,,Efb Property Investments (Iom) Ltd,"30, Belle Vue Street, Filey, North Yorkshire, YO14 9HY",YO14 9HY,54.20831,-0.28772,N,2012-06-21,,10500,CS,Shops,,,Empty Property Rate Non-Industrial,,,
170304900500,,Browns Hairdressers Ltd,"10, Barwick Terrace, Scarborough, North Yorkshire, YO12 7AR",YO12 7AR,54.28145,-0.40971,Y,2015-09-01,,2550,CS3,Hairdressing Salon,,,Small Business Relief England,,,
135086830525,,Ontime Business Service Ltd,"5, Campion Dock, Whitehall Landing, Whitby, North Yorkshire, YO22 4FA",YO22 4FA,54.48025,-0.61182,Y,2014-12-23,,4450,CH1,Apartment House,,,Small Business Relief England,,,
170281150510,,Nicholsons Lettings & Management Ltd,"5, Valley Bridge Parade, Scarborough, North Yorkshire, YO11 2PF",YO11 2PF,54.27903,-0.40363,Y,2015-09-01,,2700,CS,Shops,,,,,,
135468750512,,Reddy & Shorty Properties Ltd,"29a, Skinner Street, Whitby, North Yorkshire, YO21 3AH",YO21 3AH,54.4873,-0.61732,Y,2015-07-31,,3800,CH1,Apartment House,,,Small Business Relief England,,,
135021300501,,Whitby Brewery Ltd,"Whitby Brewery At, Abbey Farm, East Cliff, Whitby, North Yorkshire, YO22 4JR",YO22 4JR,54.48905,-0.6063,Y,2016-03-07,,7300,IX,Other Industrial,,,Small Business Relief England,,,
171267600511,,Cardtronics Uk Ltd,"Cash Zone Atm (Eo12134) At, West End Garage, Seamer Road, Scarborough, North Yorkshire, YO12 4AB",YO12 4AB,54.27561,-0.4164,Y,2014-05-16,,3750,CX,Other Commercial,,,,,,
115089550613,,Davies & Begbie Ltd,"Unit 2, Farfield Workshops, Wykeham, Scarborough, North Yorkshire, YO13 9QP",YO13 9QP,54.23476,-0.52189,Y,2015-05-01,,4400,CW3,Store,,,Small Business Relief England,,,
118235500535,,H Q Hospitality Ltd,"30 - 32, High Street, Scalby, Scarborough, North Yorkshire, YO13 0PT",YO13 0PT,54.30046,-0.44748,Y,2015-09-18,,7700,CR1,Cafe,,,Retail Discount,,,
112060050549,,Model International Ltd,"Unit 10a, Betton Business Park, Racecourse Road, East Ayton, Scarborough, North Yorkshire, YO13 9HD",YO13 9HD,54.25499,-0.46572,Y,2015-10-01,,9700,CO,Office (Excluding Central & Local Gov'T),,,Small Business Relief England,,,
129062000843,,P.M. Straw (Builders) Ltd,"Unit 5, Station Road, Robin Hoods Bay, Whitby, North Yorkshire, YO22 4TG",YO22 4TG,54.43508,-0.5392,Y,2015-10-01,,1600,IF3,Workshop,,,Small Business Relief England,,,
170362400566,,Maxtone Ltd,"Body Sculpt Conditioning Gym, Roscoe Street, Scarborough, North Yorkshire, YO12 7BY",YO12 7BY,54.27911,-0.41063,Y,2015-09-27,,19500,LX,Other Leisure,,,,,,
108013150686,,Promech Solutions Ltd,"Unit 10, Plaxton Park, Cayton Low Road, Scarborough, North Yorkshire, YO11 3BY",YO11 3BY,54.2379,-0.40419,Y,2015-08-03,,49500,IF3,Workshop,,,,,,
170182950502,,Dave Whelan Sports Limited,"Unit 2, 1, Waterhouse Lane, Scarborough, North Yorkshire, YO11 1DW",YO11 1DW,54.28282,-0.39995,Y,2014-08-22,,81500,CS,Shops,,,,,,
