Property Reference Number,Ratepayer,Address,Postcode,Latitude,Longitude,Occupied,Liability start date,Rateable value,VOA code,VOA description,Exemptions,Exemption Start Date, Type,Relief total,Relief mandatory,Relief discretionary
N00680585050206,Selby (Middlebrough) Brewery Ltd,"131, Millgate, Selby, YO8 3LL",YO8 3LL,53.787848,-1.072477,Y,1990-04-01,5900,CS,Shop And Premises,,,Small Business Rate,-2832.00,,
N00680620000209,,"2, New Lane, Selby, YO8 0QB",YO8 0QB,53.782988,-1.070505,Y,2016-02-19,12250,CS,Shop And Premises,,,Small Business Rate,-5390.00,,
N00680620000302,Rspca York And District Branch,"3, New Lane, Selby, YO8 0QB",YO8 0QB,53.782988,-1.070505,Y,2014-08-05,9900,CS,Shop And Premises,,,Mandatory,-3904.56,-3904.56,
N00680620005702,,"5, New Lane, Selby, YO8 4QB",YO8 4QB,53.783008,-1.07051,Y,2011-07-04,5700,CS,Shop And Premises,,,Small Business Rate,-2736.00,,
N00680620005710,Yoshe Nail Company Ltd,"7, New Lane, Selby, YO8 4QB",YO8 4QB,53.783008,-1.07051,Y,2016-03-15,7200,CS,Shop And Premises,,,Small Business Rate,-3456.00,,
N00680620050104,Selby District Council,"Car Park, New Lane, Selby, YO8 0QB",YO8 0QB,53.782988,-1.070505,Y,1995-04-01,18750,CP,Car Park And Premises,,,,,,
N00680620050142,North Yorkshire County Council,"Selby Abbey Primary School, New Lane, Selby, YO8 4QB",YO8 4QB,53.783008,-1.07051,Y,1998-09-01,44250,EL,School And Premises,,,,,,
N00680620050918,Selby College,"1811 Learning Centre, New Lane, Selby, YO8 4QB",YO8 4QB,53.783008,-1.07051,Y,2000-05-01,15000,CO,Office And Premises,,,,,,
N00680630000117,Preston Baker Ltd,"1, New Street, Selby, YO8 4PT",YO8 4PT,53.784344,-1.065664,Y,2009-12-01,3900,CS,Shop And Premises,,,,,,
N00680630000314,,"3, New Street, Selby, YO8 4PT",YO8 4PT,53.784344,-1.065664,Y,2012-12-20,1900,CS,Shop And Premises,,,Small Business Rate,-912.00,,
N00680630000507,New Horizon Marketing Ltd,"5, New Street, Selby, YO8 4PT",YO8 4PT,53.784344,-1.065664,Y,2016-06-01,2550,CS,Shop And Premises,,,,,,
N00680630000704,,"7, New Street, Selby, YO8 4PT",YO8 4PT,53.784344,-1.065664,Y,2015-12-22,3750,CS,Shop And Premises,,,Small Business Rate,-1800.00,,
N00680630000901,,"9, New Street, Selby, YO8 4PT",YO8 4PT,53.784344,-1.065664,Y,1990-04-01,4450,CS,Shop And Premises,,,Small Business Rate,-2136.00,,
N00680630001321,,"15b, New Street, Selby, YO8 4PT",YO8 4PT,53.784344,-1.065664,Y,2018-09-25,2375,CS,Shop And Premises,,,Small Business Rate,-587.18,,
N00680630001406,,"14-16, New Street, Selby, YO8 4PT",YO8 4PT,53.784344,-1.065664,Y,2011-01-17,6000,CS,Shop And Premises,,,Small Business Rate,-2880.00,,
N0068063000150A,,"15a, New Street, Selby, YO8 4PT",YO8 4PT,53.784344,-1.065664,Y,2010-12-01,3350,CS,Shop And Premises,,,Small Business Rate,-1608.00,,
N00680630001764,,"17, New Street, Selby, YO8 4PT",YO8 4PT,53.784344,-1.065664,Y,2013-09-23,2800,CS,Shop And Premises,,,Small Business Rate,-1344.00,,
N006806300018AB,M & K Property Services (Uk) Ltd,"18, New Street, Selby, YO8 4PT",YO8 4PT,53.784344,-1.065664,Y,2011-03-04,2800,CS,Shop And Premises,,,Small Business Rate,-1344.00,,
N006806300020AB,Property Selby Ltd,"20, New Street, Selby, YO8 4PT",YO8 4PT,53.784344,-1.065664,Y,2015-02-19,3550,CS,Shop And Premises,,,,,,
N00680630002108,,"21, New Street, Selby, YO8 4PT",YO8 4PT,53.784344,-1.065664,Y,2015-11-27,4500,CS,Shop And Premises,,,Small Business Rate,-2160.00,,
N00680630002201,,"22, New Street, Selby, YO8 4PT",YO8 4PT,53.784344,-1.065664,Y,2008-01-29,2750,CS,Shop And Premises,,,Small Business Rate,-1320.00,,
N00680630002409,,"24-26, New Street, Selby, YO8 4PT",YO8 4PT,53.784344,-1.065664,Y,1990-04-01,6700,CS,Shop And Premises,,,Small Business Rate,-3216.00,,
N00680630002803,,"28, New Street, Selby, YO8 4PT",YO8 4PT,53.784344,-1.065664,Y,2015-10-15,2850,CS3,Hairdressing Salon And Premises,,,Small Business Rate,-1368.00,,
N0068064000010A,,"1, Newport Avenue, Selby, YO8 9DL",YO8 9DL,53.777275,-1.076762,Y,2017-11-01,1650,CS,Shop And Premises,,,Small Business Rate,-731.80,,
N00680650007210,Selby District Council,"Ousegate Lodge, 98, Ousegate, Selby, YO8 8BL",YO8 8BL,53.782945,-1.060276,Y,2002-01-14,510,CO,Office And Premises,,,,,,
N0068066052236A,,"Unit 6 Ousegate Mill Business Park, Ousegate, Selby, YO8 4NJ",YO8 4NJ,53.784235,-1.064421,Y,2009-05-18,3700,IF3,Workshop And Premises,,,Small Business Rate,-1776.00,,
N0068066052236B,Tiger Print (The Business Printer) Ltd,"Unit 5b Ousegate Mill Business Park, Ousegate, Selby, YO8 4NJ",YO8 4NJ,53.784235,-1.064421,Y,2016-10-01,2700,CW3,Store And Premises,,,Small Business Rate,-1296.00,,
N00680665003404,Fasprint Limited,"34, Ousegate, Selby, YO8 0NH",YO8 0NH,53.784685,-1.065641,Y,1990-04-01,7800,CS,Shop And Premises,,,Small Business Rate,-3615.94,,
N00680665003616,,"36, Ousegate, Selby, YO8 0NH",YO8 0NH,53.784685,-1.065641,Y,2015-01-28,8000,CS,Shop And Premises,,,,,,
N0068066500362B,,"Waterfront Hotel, 36, Ousegate, Selby, YO8 4NH",YO8 4NH,53.78482,-1.065638,Y,2015-01-28,3450,CH2,Guest House And Premises,,,,,,
N00680665003813,Selby District Citizens Advice Bureau Ltd,"38, Ousegate, Selby, YO8 0NH",YO8 0NH,53.784685,-1.065641,Y,2018-04-23,11500,CS,Shop And Premises,,,Discretionary Top Up; Mandatory,-5264.45,-4211.56,-1052.89
N00680665004002,,"40, Ousegate, Selby, YO8 0NH",YO8 0NH,53.784685,-1.065641,Y,2014-07-31,20250,CS,Shop And Premises,,,,,,
N00680665004479,,"Office First Floor, 44, Micklegate, Selby, YO8 4EQ",YO8 4EQ,53.78522,-1.06739,Y,2008-07-20,3150,CO,Office And Premises,,,Small Business Rate,-1512.00,,
N00680665004506,,"44a, Micklegate, Selby, YO8 4EQ",YO8 4EQ,53.78522,-1.06739,Y,2010-04-12,4000,CS,Shop And Premises,,,Small Business Rate,-1920.00,,
N0068066500450B,,"Ground Floor, Corrunna House Business Centre, 44, Ousegate, Selby, YO8 4NH",YO8 4NH,53.78482,-1.065638,Y,1997-08-01,11250,CO,Office And Premises,,,Small Business Rate,-5400.00,,
N00680665004515,,"Ground Floor, Corrunna House Business Centre, 42, Ousegate, Selby, YO8 4NH",YO8 4NH,53.78482,-1.065638,Y,2010-01-01,3700,CO,Office And Premises,,,,,,
N0068066500452A,,"Office 1, 1st Floor, Corrunna House Business Centre, 42-44, Ousegate, Selby, YO8 4NH",Selby,,,Y,2015-05-31,1200,CO,Office And Premises,,,,,,
N00680665004534,,"Office 2 1st Flr Corrunna House Business Centre, 42-44, Ousegate, Selby, YO8 4NH",YO8 4NH,53.78482,-1.065638,Y,2000-05-01,1025,CO,Office And Premises,,,,,,
N00680665004573,,"44d & 44c, Micklegate, Selby, YO8 4EQ",YO8 4EQ,53.78522,-1.06739,Y,2008-02-26,2700,CS,Shop And Premises,,,Small Business Rate,-1296.00,,
N00680665004619,,"Office 10, 2nd Floor, Corrunna House Business Centre, 42-44, Ousegate, Selby, YO8 4NH",Selby,,,Y,2010-04-01,1275,CO,Office And Premises,,,,,,
N00680665004623,,"Office 8, 2nd Floor, Corrunna House Business Centre, 42-44, Ousegate, Selby, YO8 4NH",Selby,,,Y,2010-04-01,550,CO,Office And Premises,,,Small Business Rate,-264.00,,
N00680665004638,Cornerstone Construction Solutions Ltd,"Office 4, 1st Floor, Corrunna House Business Centre, 42-44, Ousegate, Selby, YO8 4NH",Selby,,,Y,2013-12-06,1725,CO,Office And Premises,,,Small Business Rate,-828.00,,
N00680665004642,,"Office 5, 1st Floor, Corrunna House Business Centre, 42-44, Ousegate, Selby, YO8 4NH",Selby,,,Y,2015-01-01,2375,CO,Office And Premises,,,,,,
N00680665004657,,"Reception & Post Room, Corrunna House Business Centre, 42-44, Ousegate, Selby, YO8 4NH",YO8 4NH,53.78482,-1.065638,Y,1997-05-01,3250,CO,Office And Premises,,,,,,
N00680665004690,,"Office 9, 1st Floor, Corrunna House Business Centre, 42-44, Ousegate, Selby, YO8 4NH",Selby,,,Y,2016-07-01,4100,CO,Office And Premises,,,,,,
N00680665004801,,"48, Ousegate, Selby, YO8 0NH",YO8 0NH,53.784685,-1.065641,Y,1990-04-01,6400,CS,Shop And Premises,,,Small Business Rate,-2984.58,,
N00680665005005,,"50, Ousegate, Selby, YO8 0NH",YO8 0NH,53.784685,-1.065641,Y,2018-09-13,6200,CS,Shop And Premises,,,Small Business Rate,-1564.63,,
N00680665005202,,"52, Ousegate, Selby, YO8 0NH",YO8 0NH,53.784685,-1.065641,Y,2018-05-15,8300,CS,Shop And Premises,,,Small Business Rate,-3381.95,,
N00680665006421,,"64, Ousegate, Selby, YO8 0NJ",YO8 0NJ,53.784227,-1.064467,Y,2018-03-26,9700,CR,Restaurant And Premises,,,Small Business Rate,-4591.67,,
N00680665006811,,"68, Ousegate, Selby, YO8 4NJ",YO8 4NJ,53.784235,-1.064421,Y,1999-05-01,4450,CS,Shop And Premises,,,,,,
N0068066500700B,Dr.Inks Bar Ltd,"The Riverside, 70, Ousegate, Selby, YO8 4NJ",YO8 4NJ,53.784235,-1.064421,Y,2018-12-10,2160,CL,Public House And Premises,,,Small Business Rate,-415.04,,
N00680665050227,R.D.S.(Uk) Ltd,"Unit 19 Selby Ironworks Business Centre, Ousegate, Selby, YO8 4NN",YO8 4NN,53.783797,-1.063521,Y,2017-07-01,9300,IF3,Workshop And Premises,,,Small Business Rate,-4464.00,,
N00680665050513,,"Unit 13 Ousegate Ironworks, Ousegate, Selby, YO8 4NN",YO8 4NN,53.783797,-1.063521,Y,2001-04-01,5500,IF3,Workshop And Premises,,,Small Business Rate,-2640.00,,
N0068066505080A,Boo Boos Day Nursery Ltd,"Unit 11 Selby Ironworks Business Centre, Ousegate, Selby, YO8 4NN",YO8 4NN,53.783797,-1.063521,Y,2016-10-01,5400,CW3,Store And Premises,,,,,,
N0068066505120B,,"Unit 10a Selby Ironworks Business Centre, Ousegate, Selby, YO8 4NN",YO8 4NN,53.783797,-1.063521,Y,2012-11-05,2500,CO,Office And Premises,,,Small Business Rate,-1047.47,,
N00680665051357,Station Road Motorcycles Ltd,"Unit 12 Ironworks Business Centre, Ousegate, Selby, YO8 0NN",YO8 0NN,53.782467,-1.06358,Y,2016-03-01,3050,CW3,Store And Premises,,,Small Business Rate,-1464.00,,
N00680665051376,Rds (Uk) Ltd,"Unit 16a Ironworks Business Centre, Ousegate, Selby, YO8 0NN",YO8 0NN,53.782467,-1.06358,Y,2015-12-01,2475,CW3,Store And Premises,,,Small Business Rate,-1188.00,,
N00680665051412,Csr Services Global Ltd,"Unit 21 Ironworks Business Centre, Ousegate, Selby, YO8 0NN",YO8 0NN,53.782467,-1.06358,Y,2018-04-01,990,CO,Office And Premises,,,Small Business Rate,-354.38,,
N00680665051427,,"Unit 25 Ironworks Business Centre, Ousegate, Selby, YO8 0NN",YO8 0NN,53.782467,-1.06358,Y,2017-10-01,1850,CO,Office And Premises,,,Small Business Rate,-774.84,,
N00680665051431,First For All Solutions Ltd,"Unit 26 Ironworks Business Centre, Ousegate, Selby, YO8 0NN",YO8 0NN,53.782467,-1.06358,Y,2015-08-01,2275,CO,Office And Premises,,,Small Business Rate,-947.03,,
N00680665051446,Blue Wave Support Ltd,"Unit 27 Ironworks Business Centre, Ousegate, Selby, YO8 0NN",YO8 0NN,53.782467,-1.06358,Y,2018-08-17,3500,CO,Office And Premises,,,Small Business Rate,-1031.01,,
N00680665051605,,"Station Inn., Ousegate, Selby, YO8 8BL",YO8 8BL,53.782945,-1.060276,Y,2002-01-07,6575,CL,Public House And Premises,,,Small Business Rate,-3156.00,,
N00680665051906,Viking Shipping Services,"Viking Shipping Services, Ousegate, Selby, YO8 8BL",YO8 8BL,53.782945,-1.060276,Y,1990-04-01,16500,CW,Warehouse And Premises,,,,,,
N00680665052006,North Riding Pubs Ltd,"The Malt Shovel, Ousegate, Selby, YO8 8BL",YO8 8BL,53.782945,-1.060276,Y,2019-01-01,6600,CL,Public House And Premises,,,Small Business Rate,-781.15,,
N00680665052114,,"Unit 4 Ousegate Mill Business Park, Ousegate, Selby, YO8 4NJ",YO8 4NJ,53.784235,-1.064421,Y,2016-03-01,2500,CW3,Store And Premises,,,Small Business Rate,-1200.00,,
N00680665052129,,"Unit 5a Ousegate Mill Business Park, Ousegate, Selby, YO8 4NJ",YO8 4NJ,53.784235,-1.064421,Y,2007-06-01,2700,CW3,Store And Premises,,,Small Business Rate,-1296.00,,
N00680665052152,,"Unit 8 Ousegate Mill Business Park, Ousegate, Selby, YO8 4NJ",YO8 4NJ,53.784235,-1.064421,Y,2015-09-01,3800,CW3,Store And Premises,,,Small Business Rate,-1824.00,,
N00680665052167,Ml Discount Appliances Ltd,"Unit 9, Ousegate Mill Business Park, Ousegate, Selby, YO8 4NL",YO8 4NL,53.788462,-1.07512,Y,2017-09-01,8400,IF3,Workshop And Premises,,,,,,
N00680665052171,,"Unit 9b, Ousegate Mill Business Park, Ousegate, Selby, YO8 4NL",YO8 4NL,53.788462,-1.07512,Y,2017-10-01,4950,IF3,Workshop And Premises,,,Small Business Rate,-2295.83,,
N00680665052186,Cleveland House Estates,"Unit 29 Ousegate Mills Business Park, Ousegate, Selby, YO8 4NJ",YO8 4NJ,53.784235,-1.064421,Y,1999-06-25,2075,CW3,Store And Premises,,,Small Business Rate,-947.03,,
N00680665052203,,"The Nelson Inn., Ousegate, Selby, YO8 8BL",YO8 8BL,53.782945,-1.060276,Y,2006-06-19,9200,CL,Public House And Premises,,,Small Business Rate,-3587.24,,
N00680665052307,Riverside Motors (Selby) Ltd,"Riverside Motors (Selby) Ltd, Ousegate, Selby, YO8 8BL",YO8 8BL,53.782945,-1.060276,Y,2003-04-01,8700,IF3,Workshop And Premises,,,Small Business Rate,-4176.00,,
N00680665052504,St Leonards Hospice,"Unit 2 Ousegate Mill Business Park, Ousegate, Selby, YO8 4NJ",YO8 4NJ,53.784235,-1.064421,Y,2012-12-14,9400,CS,Shop And Premises,,,Discretionary Top Up; Mandatory,-4749.46,-3799.57,-949.89
N00680665052519,,"Unit 7, Ousegate Mill Business Park, Ousegate, Selby, YO8 4NL",YO8 4NL,53.788462,-1.07512,Y,2013-03-01,9900,CS,Shop And Premises,,,Small Business Rate,-4591.67,,
N00680665052523,,"Unit 3, Ousegate Mill Business Park, Ousegate, Selby, YO8 4NL",YO8 4NL,53.788462,-1.07512,Y,1998-04-01,3700,IF3,Workshop And Premises,,,Small Business Rate,-1776.00,,
N00680665052909,Viking Shipping Services Ltd,"Ground Floor Offices, The Goods Yard, Ousegate, Selby, YO8 8BL",YO8 8BL,53.782945,-1.060276,,2010-06-30,4600,CO,Office And Premises,Y,2018-05-01,Emprty Property Non Industrial,,,
N00680680050305,,"Pmc Joinery Old Fire Station, Park Row, Selby, YO8 4PR",YO8 4PR,53.783686,-1.065304,Y,2017-05-19,2475,IF3,Workshop And Premises,,,Small Business Rate,-1188.00,,
N00680685000203,St Leonards Hospice,"2a, Park Street, Selby, YO8 4PW",YO8 4PW,53.782674,-1.067082,Y,2010-07-01,10000,CS,Shop And Premises,,,Discretionary Top Up; Mandatory,-4492.08,-3593.66,-898.42
N00680685000805,Little Black Dog Beer Company Ltd,"8, Park Street, Selby, YO8 4PW",YO8 4PW,53.782674,-1.067082,Y,2018-06-01,6800,CR,Restaurant And Premises,,,Small Business Rate,-2437.99,,
N00680685001206,Selby & District D  I A L,"Ground Floor, 12, Park Street, Selby, YO8 4PW",YO8 4PW,53.782674,-1.067082,Y,2002-07-17,5800,CO,Office And Premises,,,Discretionary Top Up; Mandatory,-2859.40,-2287.52,-571.88
N0068068500121B,Selby Area Internal Drainage Board,"1st Floor, 12, Park Street, Selby, YO8 4PW",YO8 4PW,53.782674,-1.067082,Y,1990-04-01,7900,CO,Office And Premises,,,,,,
N0068068500160B,Jwp Creers Llp,"16, Park Street, Selby, YO8 4PW",YO8 4PW,53.782674,-1.067082,Y,2010-05-01,12500,CO,Office And Premises,,,,,,
N00680685001808,,"Ground Floor, 18, Park Street, Selby, YO8 4PW",YO8 4PW,53.782674,-1.067082,Y,2017-11-01,4650,MH,Surgery And Premises,,,Small Business Rate,-2232.00,,
N00680685002001,Jwp Creers Llp,"20-24, Park Street, Selby, YO8 4PW",YO8 4PW,53.782674,-1.067082,Y,1990-04-01,32000,CO,Office And Premises,,,,,,
N00680685050217,Selby District Council,"Car Park, Park Street, Selby, YO8 4PW",YO8 4PW,53.782674,-1.067082,Y,1995-04-01,4950,CP,Car Park And Premises,,,,,,
N0068068805001A,,"Selby Livestock Auction Mart, Bawtry Road, Selby, YO8 8NB",YO8 8NB,53.77078,-1.064225,Y,2017-08-14,6100,IF3,Workshop And Premises,,,Small Business Rate,-2928.00,,
N00680688050104,,"Hand Car Wash Adj Selby Superbowl, Bawtry Road, Selby, YO8 8NB",YO8 8NB,53.77078,-1.064225,Y,2012-02-01,4800,CX,Other Commercial,,,Small Business Rate,-2304.00,,
N00680689053009,Enterprise Managed Services Ltd,"Depot At, Prospect Way, Selby, YO8 8BD",YO8 8BD,53.778525,-1.065171,Y,2009-10-03,18500,IF3,Workshop And Premises,,,,,,
N00680696001401,Selby Tile Co Ltd (In Liquidation),"Unit 14 Selby Business Park, Oakney Wood Road, Selby, YO8 8LZ",YO8 8LZ,53.766689,-1.066632,,2013-06-15,23000,CW,Warehouse And Premises,Y,2017-12-12,,,,
N00680696001507,Mkm Building Supplies (Selby) Ltd,"Unit 15 Selby Business Park, Oakney Wood Road, Selby, YO8 8LZ",YO8 8LZ,53.766689,-1.066632,Y,2008-10-17,79500,CW,Warehouse And Premises,,,,,,
N0068069600506A,B S S Group Plc,"Unit 6a Selby Business Park, Oakney Wood Road, Selby, YO8 8LZ",YO8 8LZ,53.766689,-1.066632,Y,2006-10-09,22500,CW,Warehouse And Premises,,,,,,
N00680696050001,T W W S Y Ltd,"New Country Inns & Wishing Well, Oakney Wood Road, Selby, YO8 8LZ",YO8 8LZ,53.766689,-1.066632,Y,2012-04-01,129800,CL,Public House And Premises,,,,,,
N00680696060678,Euro Car Parts Ltd,"Units 6,7 & 8 Selby Business Park, Oakney Wood Road, Selby, YO8 8LZ",YO8 8LZ,53.766689,-1.066632,Y,2018-07-04,18250,CW,Warehouse And Premises,,,,,,
N00680704005915,,"First Floor At, 59, Brook Street, Selby, YO8 4AL",YO8 4AL,53.781743,-1.074448,Y,2006-11-23,7500,CO,Office And Premises,,,Small Business Rate,-3600.00,,
N00680706012149,,"Hunters Hair Ground Floor, 12-14, Brook Street, Selby, YO8 4AR",YO8 4AR,53.78106,-1.075515,Y,2007-05-01,3800,CO,Office And Premises,,,Small Business Rate,-1824.00,,
N00680710000208,,"2, Portholme Drive, Selby, YO8 4QF",YO8 4QF,53.780656,-1.072241,Y,2011-07-04,3700,CS,Shop And Premises,,,Small Business Rate,-1776.00,,
N00680715000906,Selby District Council,"Unit 9 Vivars Industrial Centre, Vivars Way, Canal Road, Selby, YO8 8BE",YO8 8BE,53.781563,-1.061795,,2017-12-04,3050,IF3,Workshop And Premises,Y,2018-02-04,Emprty Property Non Industrial,,,
N00680715001096,,"Unit 10 Vivars Industrial Centre, Vivars Way, Canal Road, Selby, YO8 8BE",YO8 8BE,53.781563,-1.061795,Y,2016-07-05,3050,IF3,Workshop And Premises,,,Small Business Rate,-1391.85,,
N00680715050405,Selby District Council,"Car Park, Portholme Road, Selby, YO8 4QQ",YO8 4QQ,53.780824,-1.067113,Y,1990-04-01,13250,CP,Car Park And Premises,,,,,,
N0068071505041A,,"Posterngate Pharmacy, Portholme Road, Selby, YO8 0QH",YO8 0QH,53.781214,-1.067736,Y,2003-09-01,35750,CS,Shop And Premises,,,,,,
N00680715050424,,"Posterngate Surgery, Portholme Road, Selby, YO8 0QH",YO8 0QH,53.781214,-1.067736,Y,1997-05-27,59000,MH,Surgery And Premises,,,Localised Discretionary,,,
N00680715050509,Tesco Stores Limited,"Tesco Depot, Portholme Road, Selby, YO8 0QH",YO8 0QH,53.781214,-1.067736,,2011-01-07,5200,CW3,Store And Premises,Y,2016-01-30,Emprty Property Industrial,,,
N00680715050706,North Yorkshire Police Authority,"Police Station, Portholme Road, Selby, YO8 4QQ",YO8 4QQ,53.780824,-1.067113,Y,1995-07-07,56500,MP,Police Station And Premises,,,,,,
N00680715050820,North Yorkshire Police Authority,"Radio Mast R/O Council Offices, Portholme Road, Selby, YO8 4QH",YO8 4QH,53.780904,-1.068173,Y,2000-10-01,24750,MT1,Communication Station And Premises,,,,,,
N00680715052006,Wm Morrisons Supermarkets Plc,"Morrisons, Portholme Crescent, Selby, YO8 4QH",YO8 4QH,53.780904,-1.068173,Y,1990-04-01,755000,CS9,Superstore And Premises,,,,,,
N00680715052010,J C Decaux Uk Ltd,"Advertising Rights (Maiden) At Morrisons, Portholme Crescent, Selby, YO8 4QH",YO8 4QH,53.780904,-1.068173,Y,2010-04-01,5000,CA,Advertising Right,,,,,,
N00680719000003,,"Unit 3 Vivars Industrial Centre, Vivars Way, Canal Road, Selby, YO8 8BE",YO8 8BE,53.781563,-1.061795,Y,2016-11-14,1750,IF3,Workshop And Premises,,,Small Business Rate,-789.19,,
N00680719000609,,"Unit 6 Vivars Industrial Centre , Vivars Way, Canal Road, Selby, YO8 8BE",YO8 8BE,53.781563,-1.061795,Y,2014-11-01,2350,IF3,Workshop And Premises,,,Small Business Rate,-875.29,,
N00680719000789,Selby District Council,"Units 7/8 Vivars Industrial Centre, Vivars Way, Canal Road, Selby, YO8 8BE",YO8 8BE,53.781563,-1.061795,Y,2017-12-05,5000,IF3,Workshop And Premises,,,,,,
N00680719001109,Ydc Ltd,"Unit 11 Vivars Industrial Centre, Vivars Way, Canal Road, Selby, YO8 8BE",YO8 8BE,53.781563,-1.061795,Y,2016-03-14,3150,IF3,Workshop And Premises,,,Small Business Rate,-1334.45,,
N00680719001209,,"Unit 12 Vivars Industrial Centre, Vivars Way, Canal Road, Selby, YO8 8BE",YO8 8BE,53.781563,-1.061795,Y,2014-11-01,3150,IF3,Workshop And Premises,,,Small Business Rate,-1334.45,,
N00680719001309,Aquatech Brassware Ltd,"Unit 13 Vivars Industrial Centre, Vivars Way, Canal Road, Selby, YO8 8BE",YO8 8BE,53.781563,-1.061795,Y,2010-04-01,3150,IF3,Workshop And Premises,,,Small Business Rate,-1334.45,,
N00680719001409,Rdv Contracting Limited,"Unit 14 Vivars Industrial Centre, Vivars Way, Canal Road, Selby, YO8 8BE",YO8 8BE,53.781563,-1.061795,Y,2016-02-01,2950,IF3,Workshop And Premises,,,Small Business Rate,-1119.22,,
N00680719050101,Db Electrical Wholesalers Ltd,"Unit 1 Mayfair Industrial Park, Vivars Way, Canal Road, Selby, YO8 8BE",YO8 8BE,53.781563,-1.061795,Y,2013-01-01,4900,IF3,Workshop And Premises,,,Small Business Rate,-2352.00,,
N00680719050201,I T Electrical ( Yorkshire ) Ltd,"Unit 2 Mayfair Industrial Park, Vivars Way, Canal Road, Selby, YO8 8BE",YO8 8BE,53.781563,-1.061795,Y,2010-02-01,4900,IF3,Workshop And Premises,,,Small Business Rate,-2352.00,,
N00680719050301,,"Unit 3 Mayfair Industrial Park, Vivars Way, Canal Road, Selby, YO8 8BE",YO8 8BE,53.781563,-1.061795,Y,2006-10-01,4900,IF3,Workshop And Premises,,,Small Business Rate,-2352.00,,
N00680719050401,,"Unit 4 Mayfair Industrial  Park, Vivars Way, Canal Road, Selby, YO8 8BE",YO8 8BE,53.781563,-1.061795,Y,2006-09-01,6800,IF3,Workshop And Premises,,,Small Business Rate,-3264.00,,
N00680731050001,Argos  Ltd,"Argos, Three Lakes Retail Park, Bawtry Road, Selby, YO8 8LY",YO8 8LY,53.77286,-1.064917,Y,2007-07-28,155000,CS10,Retail Warehouse And Premises,,,,,,
N00680737050003,Sedalcol Uk Ltd,"Sedacol Uk Ltd, Denison Road, Selby, YO8 8EF",YO8 8EF,53.780016,-1.05591,Y,2010-01-27,745000,IF2,Works And Premises,,,,,,
N00680739050A09,Selby Foods Ltd,"Office A The Old Chapel, Denison Road, Selby, YO8 8DA",YO8 8DA,53.779429,-1.057851,Y,2009-03-30,3600,CO,Office And Premises,,,Small Business Rate,-1334.45,,
N00680739050B09,Aurora Food Marketing Ltd,"Office B The Old Chapel, Denison Road, Selby, YO8 8DA",YO8 8DA,53.779429,-1.057851,Y,2009-03-30,3000,CO,Office And Premises,,,Small Business Rate,-1119.22,,
N00680739050C09,,"Office C The Old Chapel, Denison Road, Selby, YO8 8DA",YO8 8DA,53.779429,-1.057851,Y,2009-03-30,11250,CO,Office And Premises,,,,,,
N0068074005011A,North Yorkshire County Council,"Selby Prs, Raincliffe Street, Selby, YO8 4AN",YO8 4AN,53.78163,-1.073889,Y,2011-11-07,21000,EL,School And Premises,,,,,,
N00680742050000,York Teaching Hospital Facilities Management Llp,"The New Selby War Memorial Hospital, Doncaster Road, Selby, YO8 9BX",YO8 9BX,53.777485,-1.078335,Y,2018-10-01,365000,MH2,Hospitals And Premises,,,,,,
N00680749031310,Messrs Iles (York) Ltd,"31b/C, Finkle Street, Selby, YO8 4DT",YO8 4DT,53.78456,-1.06918,Y,2015-06-29,9700,CO,Office And Premises,,,,,,
N00680750999120,,"The Cabin, Richard Street, Selby, YO8 4BN",YO8 4BN,53.785015,-1.07555,Y,2017-12-01,2950,IF3,Workshop And Premises,,,Small Business Rate,-1363.15,,
N00680760050203,Selby R U F C,"Selby Rufc, Sandhill Lane, Selby, YO8 4JP",YO8 4JP,53.777679,-1.100259,Y,1990-04-01,23250,LS,Sports Ground And Premises,,,CASC Discretionary Top Up; CASC Mandatory,-10316.03,-9169.80,-1146.23
N0068076700026B,Greggs Plc,"26, Gowthorpe, Selby, YO8 4ET",YO8 4ET,53.783935,-1.07184,Y,2015-11-21,15250,CS,Shop And Premises,,,,,,
N00680767000629,,"62, Gowthorpe, Selby, YO8 4ET",YO8 4ET,53.783935,-1.07184,Y,2017-04-01,7800,CS,Shop And Premises,,,Small Business Rate,-3744.00,,
N0068076700072A,Freeman Brown Solicitors Limited,"The Courtyard , 72a, Gowthorpe, Selby, YO8 4ET",YO8 4ET,53.783935,-1.07184,,2017-04-01,3050,CO,Office And Premises,Y,2017-04-01,Emprty Property Non Industrial,,,
N0068076700202E,,"Gnd Flr & 2nd Flr At, 20, Gowthorpe, Selby, YO8 4ET",YO8 4ET,53.783935,-1.07184,Y,2008-03-24,9500,CS,Shop And Premises,,,Small Business Rate,-4560.00,,
N0068076905010A,,"51, Gowthorpe, Selby, YO8 4HE",YO8 4HE,53.783564,-1.071721,Y,2008-08-01,14250,CS,Shop And Premises,,,,,,
N00680770050107,,"Reed L & S, Scott Road, Selby, YO8 4BL",YO8 4BL,53.785053,-1.07483,Y,1990-04-01,5700,IF3,Workshop And Premises,,,Small Business Rate,-2736.00,,
N0068077005020B,,"R H Crossland, The Shop, Scott Road, Selby, YO8 4BL",YO8 4BL,53.785053,-1.07483,Y,2018-02-14,4600,CS,Shop And Premises,,,Small Business Rate,-1784.85,,
